miRNA1,miRNA2,hgnc_symbol_tf,hgnc_symbol_target,CommonSynergyModules,CancerTypes,Count
miR-3613-5p,miR-362-3p,MEF2A,BCAS3,miR-3613-5p/miR-362-3p/MEF2A/BCAS3,STAD,1
miR-3613-5p,miR-362-3p,MEF2A,EFR3A,miR-3613-5p/miR-362-3p/MEF2A/EFR3A,STAD,1
miR-3613-5p,miR-362-3p,MEF2A,HDAC9,miR-3613-5p/miR-362-3p/MEF2A/HDAC9,STAD,1
miR-3613-5p,miR-362-3p,MEF2A,KLF9,miR-3613-5p/miR-362-3p/MEF2A/KLF9,SARC,1
miR-3613-5p,miR-362-3p,MEF2A,UVRAG,miR-3613-5p/miR-362-3p/MEF2A/UVRAG,STAD,1
miR-3613-5p,miR-548t-5p,CLOCK,CORO2B,miR-3613-5p/miR-548t-5p/CLOCK/CORO2B,THYM,1
miR-3613-5p,miR-92a-1-5p,MEF2A,BCAS3,miR-3613-5p/miR-92a-1-5p/MEF2A/BCAS3,STAD,1
miR-3613-5p,miR-92a-1-5p,MEF2A,UVRAG,miR-3613-5p/miR-92a-1-5p/MEF2A/UVRAG,STAD,1
miR-3613-5p,miR-93-5p,MEF2A,ASAP1,miR-3613-5p/miR-93-5p/MEF2A/ASAP1,STAD,1
miR-3613-5p,miR-942-5p,CLOCK,PER2,miR-3613-5p/miR-942-5p/CLOCK/PER2,STAD,1
miR-3613-5p,miR-942-5p,CLOCK,TIAM1,miR-3613-5p/miR-942-5p/CLOCK/TIAM1,STAD,1
miR-3613-5p,miR-96-5p,MEF2A,CDYL,miR-3613-5p/miR-96-5p/MEF2A/CDYL,STAD,1
miR-3613-5p,miR-96-5p,MEF2A,EFR3A,miR-3613-5p/miR-96-5p/MEF2A/EFR3A,STAD,1
miR-362-3p,miR-362-5p,TEAD1,ARHGAP24,miR-362-3p/miR-362-5p/TEAD1/ARHGAP24,STAD,1
miR-362-3p,miR-362-5p,TEAD1,HDAC9,miR-362-3p/miR-362-5p/TEAD1/HDAC9,STAD,1
miR-362-3p,miR-362-5p,TEAD1,ITSN1,miR-362-3p/miR-362-5p/TEAD1/ITSN1,STAD,1
miR-362-3p,miR-362-5p,TEAD1,LIMCH1,miR-362-3p/miR-362-5p/TEAD1/LIMCH1,SARC,1
miR-362-3p,miR-362-5p,TEAD1,SORBS2,miR-362-3p/miR-362-5p/TEAD1/SORBS2,STAD,1
miR-362-3p,miR-362-5p,TEAD1,SPTBN1,miR-362-3p/miR-362-5p/TEAD1/SPTBN1,STAD,1
miR-362-3p,miR-374a-5p,NR2C2,KDM5A,miR-362-3p/miR-374a-5p/NR2C2/KDM5A,SARC,1
miR-362-3p,miR-378a-3p,ARNT,UVRAG,miR-362-3p/miR-378a-3p/ARNT/UVRAG,STAD,1
miR-362-3p,miR-3913-5p,MEF2A,TRIO,miR-362-3p/miR-3913-5p/MEF2A/TRIO,BLCA,1
miR-362-3p,miR-424-5p,ARNT,UVRAG,miR-362-3p/miR-424-5p/ARNT/UVRAG,STAD,1
miR-362-3p,miR-424-5p,NR2C2,IMPACT,miR-362-3p/miR-424-5p/NR2C2/IMPACT,SARC,1
miR-362-3p,miR-424-5p,STAT3,STAT1,miR-362-3p/miR-424-5p/STAT3/STAT1,SARC,1
miR-362-3p,miR-491-3p,MEF2A,JMJD1C,miR-362-3p/miR-491-3p/MEF2A/JMJD1C,BLCA,1
miR-362-3p,miR-501-3p,STAT3,BCL6,miR-362-3p/miR-501-3p/STAT3/BCL6,SARC,1
miR-362-3p,miR-503-5p,TEAD1,ITSN1,miR-362-3p/miR-503-5p/TEAD1/ITSN1,STAD,1
miR-362-3p,miR-505-3p,TEAD1,ARHGAP35,miR-362-3p/miR-505-3p/TEAD1/ARHGAP35,STAD,1
miR-362-3p,miR-505-3p,TEAD1,ASAP2,miR-362-3p/miR-505-3p/TEAD1/ASAP2,STAD,1
miR-362-3p,miR-505-3p,TEAD1,NDST1,miR-362-3p/miR-505-3p/TEAD1/NDST1,STAD,1
miR-362-3p,miR-532-3p,CUX1,JADE1,miR-362-3p/miR-532-3p/CUX1/JADE1,STAD,1
miR-362-3p,miR-532-3p,CUX1,TBC1D5,miR-362-3p/miR-532-3p/CUX1/TBC1D5,STAD,1
miR-362-3p,miR-590-5p,CUX1,TBC1D5,miR-362-3p/miR-590-5p/CUX1/TBC1D5,STAD,1
miR-362-3p,miR-625-3p,TEAD1,ARHGAP24,miR-362-3p/miR-625-3p/TEAD1/ARHGAP24,STAD,1
miR-362-3p,miR-625-3p,TEAD1,NAIP,miR-362-3p/miR-625-3p/TEAD1/NAIP,STAD,1
miR-362-3p,miR-625-3p,TEAD1,RASAL2,miR-362-3p/miR-625-3p/TEAD1/RASAL2,SARC,1
miR-362-3p,miR-874-3p,STAT3,CCL2,miR-362-3p/miR-874-3p/STAT3/CCL2,SARC,1
miR-362-3p,miR-92a-1-5p,MEF2A,CDC42EP3,miR-362-3p/miR-92a-1-5p/MEF2A/CDC42EP3,BLCA,1
miR-362-3p,miR-92a-1-5p,MEF2A,EEA1,miR-362-3p/miR-92a-1-5p/MEF2A/EEA1,STAD,1
miR-362-3p,miR-92a-1-5p,MEF2A,FCHSD2,miR-362-3p/miR-92a-1-5p/MEF2A/FCHSD2,BLCA,1
miR-362-3p,miR-93-3p,ARNT,ANK3,miR-362-3p/miR-93-3p/ARNT/ANK3,STAD,1
miR-362-3p,miR-93-3p,STAT3,IL6,miR-362-3p/miR-93-3p/STAT3/IL6,SARC,1
miR-362-3p,miR-93-3p,STAT3,ROR1,miR-362-3p/miR-93-3p/STAT3/ROR1,SARC,1
miR-362-3p,miR-93-5p,MEF2A,JMJD1C,miR-362-3p/miR-93-5p/MEF2A/JMJD1C,STAD,1
miR-362-3p,miR-93-5p,MEF2A,TRIO,miR-362-3p/miR-93-5p/MEF2A/TRIO,BLCA,1
miR-362-3p,miR-940,STAT3,STAT1,miR-362-3p/miR-940/STAT3/STAT1,SARC,1
miR-362-3p,miR-942-5p,ARNT,VPS13B,miR-362-3p/miR-942-5p/ARNT/VPS13B,STAD,1
miR-362-3p,miR-96-5p,MEF2A,XYLT1,miR-362-3p/miR-96-5p/MEF2A/XYLT1,BLCA,1
miR-362-5p,miR-450b-5p,TEAD1,OSBPL9,miR-362-5p/miR-450b-5p/TEAD1/OSBPL9,SARC,1
miR-362-5p,miR-450b-5p,TEAD1,VPS13D,miR-362-5p/miR-450b-5p/TEAD1/VPS13D,SARC,1
miR-362-5p,miR-505-3p,TEAD1,ARHGAP35,miR-362-5p/miR-505-3p/TEAD1/ARHGAP35,STAD,1
miR-362-5p,miR-532-3p,TEAD1,AHNAK,miR-362-5p/miR-532-3p/TEAD1/AHNAK,SARC,1
miR-362-5p,miR-570-3p,TEAD1,EGFR,miR-362-5p/miR-570-3p/TEAD1/EGFR,COAD,1
miR-362-5p,miR-625-3p,TEAD1,JCAD,miR-362-5p/miR-625-3p/TEAD1/JCAD,SARC,1
miR-362-5p,miR-7-5p,TEAD1,ASAP1,miR-362-5p/miR-7-5p/TEAD1/ASAP1,COAD,1
miR-362-5p,miR-7-5p,TEAD1,ASAP2,miR-362-5p/miR-7-5p/TEAD1/ASAP2,STAD,1
miR-363-3p,miR-367-3p,REL,TNFAIP3,miR-363-3p/miR-367-3p/REL/TNFAIP3,TGCT,1
miR-363-3p,miR-367-3p,STAT2,MYD88,miR-363-3p/miR-367-3p/STAT2/MYD88,TGCT,1
miR-363-3p,miR-383-5p,GATA6,RGS3,miR-363-3p/miR-383-5p/GATA6/RGS3,THYM,1
miR-363-3p,miR-421,CUX1,ZFAND3,miR-363-3p/miR-421/CUX1/ZFAND3,BRCA,1
miR-363-3p,miR-424-5p,IRF1,CCL5,miR-363-3p/miR-424-5p/IRF1/CCL5,THCA,1
miR-363-3p,miR-424-5p,REL,CCL5,miR-363-3p/miR-424-5p/REL/CCL5,THCA,1
miR-363-3p,miR-96-5p,RBPJ,GNA12,miR-363-3p/miR-96-5p/RBPJ/GNA12,THCA,1
miR-3651,miR-486-3p,NFIC,HSD11B2,miR-3651/miR-486-3p/NFIC/HSD11B2,TGCT,1
miR-3651,miR-497-5p,NFIC,FABP7,miR-3651/miR-497-5p/NFIC/FABP7,TGCT,1
miR-3651,miR-9-3p,CUX1,SLC30A10,miR-3651/miR-9-3p/CUX1/SLC30A10,TGCT,1
miR-365a-3p,miR-625-5p,EPAS1,EGLN3,miR-365a-3p/miR-625-5p/EPAS1/EGLN3,SARC,1
miR-3662,miR-616-5p,SOX11,GRIA2,miR-3662/miR-616-5p/SOX11/GRIA2,TGCT,1
miR-3662,miR-7-5p,SOX11,GRIA2,miR-3662/miR-7-5p/SOX11/GRIA2,TGCT,1
miR-367-3p,miR-518b,EGR1,WT1,miR-367-3p/miR-518b/EGR1/WT1,TGCT,1
miR-367-3p,miR-519d-3p,GATA6,MICAL2,miR-367-3p/miR-519d-3p/GATA6/MICAL2,TGCT,1
miR-367-3p,miR-526b-5p,GATA6,MICAL2,miR-367-3p/miR-526b-5p/GATA6/MICAL2,TGCT,1
miR-367-3p,miR-548j-5p,EGR1,CAT,miR-367-3p/miR-548j-5p/EGR1/CAT,TGCT,1
miR-367-3p,miR-92b-3p,GATA6,BCAS3,miR-367-3p/miR-92b-3p/GATA6/BCAS3,TGCT,1
miR-3680-3p,miR-7-5p,FOXP2,PLAUR,miR-3680-3p/miR-7-5p/FOXP2/PLAUR,TGCT,1
miR-369-3p,miR-377-3p,SP1,CYP19A1,miR-369-3p/miR-377-3p/SP1/CYP19A1,LGG,1
miR-369-3p,miR-377-3p,SP1,HOXB7,miR-369-3p/miR-377-3p/SP1/HOXB7,BLCA,1
miR-369-3p,miR-377-3p,SP1,LRP5,miR-369-3p/miR-377-3p/SP1/LRP5,BLCA,1
miR-369-3p,miR-377-3p,SP1,MIP,miR-369-3p/miR-377-3p/SP1/MIP,BLCA,1
miR-369-3p,miR-377-3p,SP1,TP53,miR-369-3p/miR-377-3p/SP1/TP53,HNSC,1
miR-369-3p,miR-383-5p,SP1,ADH6,miR-369-3p/miR-383-5p/SP1/ADH6,LGG,1
miR-369-3p,miR-383-5p,SP1,CYP19A1,miR-369-3p/miR-383-5p/SP1/CYP19A1,LGG,1
miR-369-3p,miR-383-5p,SP1,SPN,miR-369-3p/miR-383-5p/SP1/SPN,LGG,1
miR-369-3p,miR-383-5p,SP1,TNFRSF8,miR-369-3p/miR-383-5p/SP1/TNFRSF8,LGG,1
miR-369-3p,miR-383-5p,SP1,UNG,miR-369-3p/miR-383-5p/SP1/UNG,LGG,1
miR-369-3p,miR-410-3p,SP1,BIRC5,miR-369-3p/miR-410-3p/SP1/BIRC5,LGG,1
miR-369-3p,miR-410-3p,SP1,CD28,miR-369-3p/miR-410-3p/SP1/CD28,LGG,1
miR-369-3p,miR-410-3p,SP1,CDC25C,miR-369-3p/miR-410-3p/SP1/CDC25C,LGG,1
miR-369-3p,miR-410-3p,SP1,FN1,miR-369-3p/miR-410-3p/SP1/FN1,LGG,1
miR-369-3p,miR-410-3p,SP1,HLA-G,miR-369-3p/miR-410-3p/SP1/HLA-G,LGG,1
miR-369-3p,miR-410-3p,SP1,HTT,miR-369-3p/miR-410-3p/SP1/HTT,HNSC,1
miR-369-3p,miR-410-3p,TFDP1,DHFR,miR-369-3p/miR-410-3p/TFDP1/DHFR,LGG,1
miR-369-3p,miR-411-3p,TFDP1,CDK1,miR-369-3p/miR-411-3p/TFDP1/CDK1,LGG,1
miR-369-3p,miR-411-3p,TFDP1,DHFR,miR-369-3p/miR-411-3p/TFDP1/DHFR,LGG,1
miR-369-3p,miR-424-5p,SP1,KIT,miR-369-3p/miR-424-5p/SP1/KIT,BLCA,1
miR-369-3p,miR-424-5p,SP1,XIAP,miR-369-3p/miR-424-5p/SP1/XIAP,BLCA,1
miR-369-3p,miR-642a-5p,BACH2,SNX25,miR-369-3p/miR-642a-5p/BACH2/SNX25,BLCA,1
miR-369-3p,miR-7-5p,SP1,BIRC5,miR-369-3p/miR-7-5p/SP1/BIRC5,LGG,1
miR-369-3p,miR-7-5p,SP1,CDC25C,miR-369-3p/miR-7-5p/SP1/CDC25C,LGG,1
miR-369-3p,miR-7-5p,SP1,CDK1,miR-369-3p/miR-7-5p/SP1/CDK1,LGG,1
miR-369-3p,miR-7-5p,SP1,H4C14,miR-369-3p/miR-7-5p/SP1/H4C14,LGG,1
miR-369-3p,miR-7-5p,SP1,TGM4,miR-369-3p/miR-7-5p/SP1/TGM4,LGG,1
miR-369-3p,miR-758-3p,TFDP1,DHFR,miR-369-3p/miR-758-3p/TFDP1/DHFR,LGG,1
miR-3691-5p,miR-497-5p,MYC,EPHX1,miR-3691-5p/miR-497-5p/MYC/EPHX1,TGCT,1
miR-370-3p,miR-376a-3p,HIF1A,ERCC6,miR-370-3p/miR-376a-3p/HIF1A/ERCC6,LGG,1
miR-370-3p,miR-376a-3p,HIF1A,TLR4,miR-370-3p/miR-376a-3p/HIF1A/TLR4,LGG,1
miR-370-3p,miR-376b-3p,HIF1A,TLR4,miR-370-3p/miR-376b-3p/HIF1A/TLR4,LGG,1
miR-370-3p,miR-377-3p,HIF1A,GFPT1,miR-370-3p/miR-377-3p/HIF1A/GFPT1,LGG,1
miR-370-3p,miR-377-3p,HIF1A,GYS1,miR-370-3p/miR-377-3p/HIF1A/GYS1,LGG,1
miR-370-3p,miR-410-3p,HIF1A,APLN,miR-370-3p/miR-410-3p/HIF1A/APLN,LGG,1
miR-370-3p,miR-410-3p,HIF1A,ETS1,miR-370-3p/miR-410-3p/HIF1A/ETS1,LGG,1
miR-370-3p,miR-410-3p,HIF1A,GYS1,miR-370-3p/miR-410-3p/HIF1A/GYS1,LGG,1
miR-370-3p,miR-410-3p,HIF1A,HK2,miR-370-3p/miR-410-3p/HIF1A/HK2,LGG,1
miR-370-3p,miR-410-3p,HIF1A,ILK,miR-370-3p/miR-410-3p/HIF1A/ILK,LGG,1
miR-370-3p,miR-410-3p,HIF1A,PLA2G4A,miR-370-3p/miR-410-3p/HIF1A/PLA2G4A,LGG,1
miR-370-3p,miR-410-3p,HIF1A,TLR6,miR-370-3p/miR-410-3p/HIF1A/TLR6,LGG,1
miR-370-3p,miR-421,FOXP1,SND1,miR-370-3p/miR-421/FOXP1/SND1,STAD,1
miR-370-3p,miR-431-5p,FOXP1,SND1,miR-370-3p/miR-431-5p/FOXP1/SND1,STAD,1
miR-370-3p,miR-432-5p,SP3,KDR,miR-370-3p/miR-432-5p/SP3/KDR,LGG,1
miR-370-3p,miR-432-5p,SP3,VEGFA,miR-370-3p/miR-432-5p/SP3/VEGFA,LGG,1
miR-370-3p,miR-433-3p,HIF1A,IGFBP1,miR-370-3p/miR-433-3p/HIF1A/IGFBP1,LGG,1
miR-370-3p,miR-485-5p,HIF1A,GYS1,miR-370-3p/miR-485-5p/HIF1A/GYS1,LGG,1
miR-370-3p,miR-485-5p,HIF1A,NAMPT,miR-370-3p/miR-485-5p/HIF1A/NAMPT,LGG,1
miR-370-3p,miR-485-5p,HIF1A,VEGFA,miR-370-3p/miR-485-5p/HIF1A/VEGFA,LGG,1
miR-370-3p,miR-494-3p,HIF1A,TLR4,miR-370-3p/miR-494-3p/HIF1A/TLR4,LGG,1
miR-370-3p,miR-671-5p,FOXP1,ACSL3,miR-370-3p/miR-671-5p/FOXP1/ACSL3,SARC,1
miR-370-3p,miR-7-5p,SP3,VEGFA,miR-370-3p/miR-7-5p/SP3/VEGFA,LGG,1
miR-370-3p,miR-889-3p,HIF1A,ETS1,miR-370-3p/miR-889-3p/HIF1A/ETS1,LGG,1
miR-370-3p,miR-889-3p,HIF1A,HK2,miR-370-3p/miR-889-3p/HIF1A/HK2,LGG,1
miR-370-3p,miR-889-3p,HIF1A,VEGFA,miR-370-3p/miR-889-3p/HIF1A/VEGFA,LGG,1
miR-370-3p,miR-93-3p,FOXP1,PHTF2,miR-370-3p/miR-93-3p/FOXP1/PHTF2,LUAD,1
miR-370-3p,miR-935,HIF1A,VEGFA,miR-370-3p/miR-935/HIF1A/VEGFA,LGG,1
miR-370-3p,miR-940,HIF1A,ADAM17,miR-370-3p/miR-940/HIF1A/ADAM17,LGG,1
miR-370-3p,miR-940,HIF1A,ANGPT2,miR-370-3p/miR-940/HIF1A/ANGPT2,LGG,1
miR-370-3p,miR-940,HIF1A,GYS1,miR-370-3p/miR-940/HIF1A/GYS1,LGG,1
miR-370-3p,miR-940,HIF1A,IGFBP1,miR-370-3p/miR-940/HIF1A/IGFBP1,LGG,1
miR-370-3p,miR-940,HIF1A,PLA2G4A,miR-370-3p/miR-940/HIF1A/PLA2G4A,LGG,1
miR-370-3p,miR-940,HIF1A,VEGFA,miR-370-3p/miR-940/HIF1A/VEGFA,LGG,1
miR-371a-5p,miR-372-3p,ZBTB7A,PCDH1,miR-371a-5p/miR-372-3p/ZBTB7A/PCDH1,TGCT,1
miR-371a-5p,miR-373-5p,ZBTB7A,PCDH1,miR-371a-5p/miR-373-5p/ZBTB7A/PCDH1,TGCT,1
miR-371a-5p,miR-616-5p,ZBTB7A,PCDH1,miR-371a-5p/miR-616-5p/ZBTB7A/PCDH1,TGCT,1
miR-372-3p,miR-373-3p,FOXJ2,HIBADH,miR-372-3p/miR-373-3p/FOXJ2/HIBADH,TGCT,1
miR-372-3p,miR-373-5p,ZBTB7A,PCDH1,miR-372-3p/miR-373-5p/ZBTB7A/PCDH1,TGCT,1
miR-372-3p,miR-520a-3p,ZKSCAN1,DAB2IP,miR-372-3p/miR-520a-3p/ZKSCAN1/DAB2IP,TGCT,1
miR-372-3p,miR-616-5p,ZBTB7A,PCDH1,miR-372-3p/miR-616-5p/ZBTB7A/PCDH1,TGCT,1
miR-373-3p,miR-378a-3p,ESR1,CCN5,miR-373-3p/miR-378a-3p/ESR1/CCN5,TGCT,1
miR-373-3p,miR-378a-3p,ESR1,UGT2B15,miR-373-3p/miR-378a-3p/ESR1/UGT2B15,TGCT,1
miR-373-3p,miR-520c-3p,ESR1,AR,miR-373-3p/miR-520c-3p/ESR1/AR,TGCT,1
miR-373-3p,miR-520d-3p,ESR1,AR,miR-373-3p/miR-520d-3p/ESR1/AR,TGCT,1
miR-373-3p,miR-629-3p,RELA,AGER,miR-373-3p/miR-629-3p/RELA/AGER,TGCT,1
miR-373-5p,miR-616-5p,ZBTB7A,PCDH1,miR-373-5p/miR-616-5p/ZBTB7A/PCDH1,TGCT,1
miR-373-5p,miR-642a-5p,WT1,ETS1,miR-373-5p/miR-642a-5p/WT1/ETS1,TGCT,1
miR-376a-3p,miR-376b-3p,HIF1A,EDNRB,miR-376a-3p/miR-376b-3p/HIF1A/EDNRB,LGG,1
miR-376a-3p,miR-376b-3p,HIF1A,MCL1,miR-376a-3p/miR-376b-3p/HIF1A/MCL1,LGG,1
miR-376a-3p,miR-376b-3p,HIF1A,TLR4,miR-376a-3p/miR-376b-3p/HIF1A/TLR4,LGG,1
miR-376a-3p,miR-377-3p,HIF1A,NTRK1,miR-376a-3p/miR-377-3p/HIF1A/NTRK1,LGG,1
miR-376a-3p,miR-377-3p,HIF1A,TLR4,miR-376a-3p/miR-377-3p/HIF1A/TLR4,LGG,1
miR-376a-3p,miR-410-3p,HIF1A,ERCC6,miR-376a-3p/miR-410-3p/HIF1A/ERCC6,LGG,1
miR-376a-3p,miR-410-3p,HIF1A,NAMPT,miR-376a-3p/miR-410-3p/HIF1A/NAMPT,LGG,1
miR-376a-3p,miR-433-3p,HIF1A,ERCC6,miR-376a-3p/miR-433-3p/HIF1A/ERCC6,LGG,1
miR-376a-3p,miR-485-5p,HIF1A,ERCC6,miR-376a-3p/miR-485-5p/HIF1A/ERCC6,LGG,1
miR-376a-3p,miR-494-3p,HIF1A,ABCG2,miR-376a-3p/miR-494-3p/HIF1A/ABCG2,LGG,1
miR-376a-3p,miR-494-3p,HIF1A,TLR4,miR-376a-3p/miR-494-3p/HIF1A/TLR4,LGG,1
miR-376a-3p,miR-625-3p,HIF1A,PFKFB3,miR-376a-3p/miR-625-3p/HIF1A/PFKFB3,LGG,1
miR-376a-3p,miR-625-3p,HIF1A,PPP1R3C,miR-376a-3p/miR-625-3p/HIF1A/PPP1R3C,LGG,1
miR-376a-3p,miR-889-3p,HIF1A,ITGB1,miR-376a-3p/miR-889-3p/HIF1A/ITGB1,LGG,1
miR-376a-3p,miR-889-3p,HIF1A,NAMPT,miR-376a-3p/miR-889-3p/HIF1A/NAMPT,LGG,1
miR-376a-3p,miR-935,HIF1A,AGT,miR-376a-3p/miR-935/HIF1A/AGT,LGG,1
miR-376a-3p,miR-935,HIF1A,TLR4,miR-376a-3p/miR-935/HIF1A/TLR4,LGG,1
miR-376a-5p,miR-543,BACH1,MSANTD3,miR-376a-5p/miR-543/BACH1/MSANTD3,LGG,1
miR-376a-5p,miR-7-5p,SOX11,ERC1,miR-376a-5p/miR-7-5p/SOX11/ERC1,LGG,1
miR-376b-3p,miR-377-3p,HIF1A,PFKFB3,miR-376b-3p/miR-377-3p/HIF1A/PFKFB3,LGG,1
miR-376b-3p,miR-410-3p,HIF1A,NAMPT,miR-376b-3p/miR-410-3p/HIF1A/NAMPT,LGG,1
miR-376b-3p,miR-625-3p,HIF1A,APH1A,miR-376b-3p/miR-625-3p/HIF1A/APH1A,LGG,1
miR-376b-3p,miR-625-3p,HIF1A,EDNRB,miR-376b-3p/miR-625-3p/HIF1A/EDNRB,LGG,1
miR-376b-3p,miR-935,HIF1A,AGT,miR-376b-3p/miR-935/HIF1A/AGT,LGG,1
miR-376b-3p,miR-935,HIF1A,TLR4,miR-376b-3p/miR-935/HIF1A/TLR4,LGG,1
miR-376b-3p,miR-940,HIF1A,ANGPT2,miR-376b-3p/miR-940/HIF1A/ANGPT2,LGG,1
miR-376b-3p,miR-940,HIF1A,VEGFA,miR-376b-3p/miR-940/HIF1A/VEGFA,LGG,1
miR-377-3p,miR-379-3p,NRF1,TMEM104,miR-377-3p/miR-379-3p/NRF1/TMEM104,LGG,1
miR-377-3p,miR-380-3p,NRF1,TMEM104,miR-377-3p/miR-380-3p/NRF1/TMEM104,LGG,1
miR-377-3p,miR-383-5p,SP1,BTK,miR-377-3p/miR-383-5p/SP1/BTK,LGG,1
miR-377-3p,miR-383-5p,SP1,CDC25C,miR-377-3p/miR-383-5p/SP1/CDC25C,LGG,1
miR-377-3p,miR-383-5p,SP1,CYP19A1,miR-377-3p/miR-383-5p/SP1/CYP19A1,LGG,1
miR-377-3p,miR-383-5p,SP1,KIF2C,miR-377-3p/miR-383-5p/SP1/KIF2C,LGG,1
miR-377-3p,miR-383-5p,SP1,SKP2,miR-377-3p/miR-383-5p/SP1/SKP2,LGG,1
miR-377-3p,miR-383-5p,SP1,SPN,miR-377-3p/miR-383-5p/SP1/SPN,LGG,1
miR-377-3p,miR-410-3p,HIF1A,HK2,miR-377-3p/miR-410-3p/HIF1A/HK2,LGG,1
miR-377-3p,miR-410-3p,HIF1A,NAMPT,miR-377-3p/miR-410-3p/HIF1A/NAMPT,LGG,1
miR-377-3p,miR-410-3p,HIF1A,PFKFB3,miR-377-3p/miR-410-3p/HIF1A/PFKFB3,LGG,1
miR-377-3p,miR-410-3p,HIF1A,PLA2G4A,miR-377-3p/miR-410-3p/HIF1A/PLA2G4A,LGG,1
miR-377-3p,miR-410-3p,SP1,CD28,miR-377-3p/miR-410-3p/SP1/CD28,LGG,1
miR-377-3p,miR-410-3p,SP1,CDC25C,miR-377-3p/miR-410-3p/SP1/CDC25C,LGG,1
miR-377-3p,miR-410-3p,SP1,H4C14,miR-377-3p/miR-410-3p/SP1/H4C14,LGG,1
miR-377-3p,miR-410-3p,SP1,HLA-G,miR-377-3p/miR-410-3p/SP1/HLA-G,LGG,1
miR-377-3p,miR-424-5p,SP1,KIT,miR-377-3p/miR-424-5p/SP1/KIT,BLCA,1
miR-377-3p,miR-433-3p,HIF1A,CDKN1A,miR-377-3p/miR-433-3p/HIF1A/CDKN1A,LGG,1
miR-377-3p,miR-455-3p,PKNOX1,LIMS1,miR-377-3p/miR-455-3p/PKNOX1/LIMS1,STAD,1
miR-377-3p,miR-485-5p,HIF1A,NAMPT,miR-377-3p/miR-485-5p/HIF1A/NAMPT,LGG,1
miR-377-3p,miR-485-5p,HIF1A,VEGFA,miR-377-3p/miR-485-5p/HIF1A/VEGFA,LGG,1
miR-377-3p,miR-497-5p,SP1,MIP,miR-377-3p/miR-497-5p/SP1/MIP,BLCA,1
miR-377-3p,miR-543,ETS1,CDKN1A,miR-377-3p/miR-543/ETS1/CDKN1A,LGG,1
miR-377-3p,miR-543,ETS1,NRP1,miR-377-3p/miR-543/ETS1/NRP1,LGG,1
miR-377-3p,miR-543,ETS1,PARP1,miR-377-3p/miR-543/ETS1/PARP1,LGG,1
miR-377-3p,miR-625-3p,HIF1A,MCL1,miR-377-3p/miR-625-3p/HIF1A/MCL1,LGG,1
miR-377-3p,miR-625-3p,HIF1A,PFKFB3,miR-377-3p/miR-625-3p/HIF1A/PFKFB3,LGG,1
miR-377-3p,miR-654-3p,ETS1,PARP1,miR-377-3p/miR-654-3p/ETS1/PARP1,LGG,1
miR-377-3p,miR-7-5p,SP1,ADH6,miR-377-3p/miR-7-5p/SP1/ADH6,LGG,1
miR-377-3p,miR-7-5p,SP1,CDK1,miR-377-3p/miR-7-5p/SP1/CDK1,LGG,1
miR-377-3p,miR-7-5p,SP1,FGL2,miR-377-3p/miR-7-5p/SP1/FGL2,LGG,1
miR-377-3p,miR-7-5p,SP1,FOSL1,miR-377-3p/miR-7-5p/SP1/FOSL1,LGG,1
miR-377-3p,miR-7-5p,SP1,PIM1,miR-377-3p/miR-7-5p/SP1/PIM1,LGG,1
miR-377-3p,miR-7-5p,TEAD1,NRP2,miR-377-3p/miR-7-5p/TEAD1/NRP2,LGG,1
miR-377-3p,miR-889-3p,HIF1A,GYS1,miR-377-3p/miR-889-3p/HIF1A/GYS1,LGG,1
miR-377-3p,miR-889-3p,HIF1A,NAMPT,miR-377-3p/miR-889-3p/HIF1A/NAMPT,LGG,1
miR-377-3p,miR-889-3p,HIF1A,VEGFA,miR-377-3p/miR-889-3p/HIF1A/VEGFA,LGG,1
miR-377-3p,miR-935,HIF1A,ANGPT2,miR-377-3p/miR-935/HIF1A/ANGPT2,LGG,1
miR-377-3p,miR-935,HIF1A,GFPT1,miR-377-3p/miR-935/HIF1A/GFPT1,LGG,1
miR-377-3p,miR-935,HIF1A,TLR4,miR-377-3p/miR-935/HIF1A/TLR4,LGG,1
miR-377-3p,miR-935,HIF1A,VEGFA,miR-377-3p/miR-935/HIF1A/VEGFA,LGG,1
miR-377-5p,miR-3943,MYC,CRAT,miR-377-5p/miR-3943/MYC/CRAT,LGG,1
miR-377-5p,miR-3943,MYC,DNPH1,miR-377-5p/miR-3943/MYC/DNPH1,LGG,1
miR-377-5p,miR-409-3p,ZFX,ZNF398,miR-377-5p/miR-409-3p/ZFX/ZNF398,LGG,1
miR-377-5p,miR-485-3p,SMAD5,SMC4,miR-377-5p/miR-485-3p/SMAD5/SMC4,LGG,1
miR-377-5p,miR-485-5p,AHR,LHFPL2,miR-377-5p/miR-485-5p/AHR/LHFPL2,TGCT,1
miR-377-5p,miR-485-5p,AHR,RUNX1,miR-377-5p/miR-485-5p/AHR/RUNX1,TGCT,1
miR-377-5p,miR-485-5p,AHR,SULF2,miR-377-5p/miR-485-5p/AHR/SULF2,TGCT,1
miR-377-5p,miR-485-5p,ZNF639,EPM2A,miR-377-5p/miR-485-5p/ZNF639/EPM2A,LGG,1
miR-377-5p,miR-494-3p,MYC,ZNF234,miR-377-5p/miR-494-3p/MYC/ZNF234,LGG,1
miR-377-5p,miR-499a-5p,MYC,NME1,miR-377-5p/miR-499a-5p/MYC/NME1,LGG,1
