Triplet;Count;CancerTypes
miR-132-3p/miR-199a-3p/PGM2L1;1;SARC
miR-132-3p/miR-199b-3p/PGM2L1;1;SARC
miR-30b-3p/miR-199a-3p/PGM2L1;1;SARC
miR-30b-3p/miR-199b-3p/PGM2L1;1;SARC
miR-34a-5p/miR-130a-3p/PGM2L1;1;SARC
miR-424-5p/miR-323a-3p/PGM2L1;1;SARC
miR-2355-5p/miR-106a-5p/ANKRD52;1;ACC
miR-378a-3p/miR-34c-5p/ANKRD52;1;TGCT
miR-491-5p/miR-323a-3p/ADGRD1;1;SARC
miR-15b-5p/miR-149-5p/HECTD4;1;SARC
let-7a-2-3p/miR-3614-5p/TMPRSS12;1;BLCA
miR-222-5p/miR-7-5p/PRTG;1;HNSC
miR-27b-3p/miR-185-5p/ZADH2;1;SARC
miR-125b-5p/miR-539-5p/PPP1R37;1;BLCA
miR-329-3p/miR-183-5p/GPRIN3;1;TGCT
miR-373-3p/miR-329-3p/GPRIN3;1;TGCT
miR-1-3p/miR-29a-3p/SH3PXD2B;1;SARC
miR-410-3p/miR-93-5p/RGMB;1;SKCM
miR-411-3p/miR-7-5p/RGMB;1;LIHC
miR-486-3p/miR-302d-3p/RGMB;1;TGCT
miR-199a-5p/miR-30a-5p/TRIM59;1;THYM
miR-30a-5p/miR-199b-5p/TRIM59;1;THYM
miR-129-5p/miR-194-5p/OSTM1;1;TGCT
miR-520a-3p/miR-520d-3p/ATAD2;1;THYM
miR-520d-3p/miR-519d-3p/ATAD2;1;THYM
miR-200b-3p/miR-214-3p/CLEC2D;1;THYM
miR-106a-5p/miR-200b-3p/CD274;1;SARC
miR-769-3p/miR-338-5p/CD274;1;LUAD
miR-892a/miR-195-5p/RACGAP1;1;THYM
miR-141-3p/miR-181d-5p/CXCL2;1;THYM
miR-27b-3p/miR-215-5p/CXCL2;1;SARC
miR-199a-5p/miR-410-3p/GSK3B;1;PCPG
miR-199a-5p/miR-411-3p/GSK3B;1;PCPG
miR-99a-3p/miR-411-3p/GSK3B;1;PCPG
miR-9-3p/miR-455-3p/GSPT1;1;TGCT
miR-141-3p/miR-676-3p/TMOD3;1;PAAD
miR-519e-5p/miR-515-5p/GUCA1B;1;TGCT
miR-99a-5p/miR-192-5p/GRHL1;1;TGCT
miR-125b-5p/miR-192-3p/GPSM2;1;SARC
miR-125b-5p/miR-3065-3p/GPSM2;1;SARC
miR-29c-3p/miR-29a-3p/PURG;1;SARC
miR-29c-3p/miR-29b-3p/PURG;1;BLCA
miR-320d/miR-96-5p/CERS2;1;TGCT
miR-3934-5p/miR-335-5p/LRP12;1;MESO
miR-3200-3p/miR-224-5p/PSAT1;1;PCPG
miR-146b-3p/miR-3943/PILRB;1;LGG
miR-20b-5p/miR-92b-3p/SLC40A1;1;TGCT
let-7b-5p/miR-520a-3p/H2AX;1;THYM
miR-17-5p/miR-20a-5p/HAS2;1;LIHC
miR-502-5p/miR-20b-5p/HAS2;1;STAD
let-7b-5p/miR-34c-5p/HCFC1;1;THYM
miR-629-3p/let-7f-5p/HTT;1;LUAD
miR-501-5p/miR-892a/HDGF;1;KICH
miR-16-1-3p/miR-497-5p/HGF;1;SARC
miR-486-3p/miR-873-5p/HIVEP2;1;TGCT
miR-377-3p/miR-362-3p/HLF;1;BLCA
miR-542-3p/miR-218-5p/AOX1;1;SARC
miR-182-5p/miR-130b-5p/NR4A1;1;BLCA
miR-224-5p/miR-130b-5p/NR4A1;1;LUSC
miR-335-5p/miR-130b-5p/NR4A1;1;BLCA
miR-2114-5p/miR-548j-5p/APAF1;1;THYM
miR-452-5p/miR-491-5p/APAF1;1;ACC
miR-2110/miR-501-5p/HOXA7;1;BLCA
miR-126-3p/miR-141-5p/HOXA9;1;STAD
miR-182-5p/let-7b-5p/HOXA9;1;THYM
miR-195-3p/miR-199b-3p/HOXA9;1;THYM
miR-144-3p/miR-491-3p/HOXA10;1;LGG
miR-144-3p/miR-7-5p/HOXA10;1;LGG
miR-149-5p/miR-338-5p/HOXA10;1;LGG
miR-195-3p/miR-379-3p/HOXA10;1;THYM
miR-338-5p/miR-135a-5p/HOXA10;1;THCA
miR-338-5p/miR-29b-3p/HOXA10;1;LGG
miR-338-5p/miR-29c-3p/HOXA10;1;LGG
miR-338-5p/miR-7-5p/HOXA10;1;LGG
miR-411-3p/miR-338-5p/HOXA10;1;LGG
miR-411-3p/miR-491-3p/HOXA10;1;LGG
miR-491-3p/miR-29c-3p/HOXA10;1;LGG
miR-330-3p/miR-590-3p/HOXB3;1;SARC
miR-3150b-3p/miR-513c-5p/HOXB5;1;TGCT
miR-425-3p/miR-126-5p/HOXB6;1;LGG
miR-149-3p/miR-518b/HOXC8;1;TGCT
miR-34b-5p/miR-518c-3p/HOXC8;1;TGCT
miR-518a-3p/miR-34b-5p/HOXC8;1;TGCT
miR-518b/miR-34b-5p/HOXC8;1;TGCT
miR-518f-3p/miR-34b-5p/HOXC8;1;TGCT
miR-125b-5p/miR-192-5p/APC;1;STAD
miR-1277-3p/miR-200b-3p/BIRC3;1;SARC
miR-576-5p/miR-200b-3p/BIRC3;1;SARC
miR-143-3p/miR-424-5p/HSPA1A;1;SARC
miR-579-3p/miR-1226-3p/HSPA1B;1;THYM
miR-203a-3p/miR-3940-3p/BIRC5;1;LUAD
miR-885-5p/miR-378a-3p/IGSF3;1;LIHC
miR-130a-3p/miR-497-5p/HSPG2;1;THYM
miR-15b-5p/miR-192-3p/HSPG2;1;SARC
miR-195-5p/miR-130a-3p/HSPG2;1;THYM
miR-22-3p/miR-214-3p/HSPG2;1;SARC
miR-362-5p/miR-192-3p/HSPG2;1;SARC
miR-424-5p/miR-192-3p/HSPG2;1;SARC
miR-940/miR-542-5p/HSPG2;1;SARC
miR-125a-3p/miR-505-3p/TNC;1;SARC
miR-193a-3p/miR-330-3p/TNC;1;SARC
miR-224-5p/miR-452-3p/TNC;2;STAD - BLCA
miR-296-5p/miR-138-5p/TNC;1;HNSC
miR-30c-2-3p/miR-328-3p/TNC;1;SARC
miR-30c-2-3p/miR-874-3p/TNC;1;SARC
miR-3127-5p/miR-616-5p/TNC;1;SARC
miR-362-5p/miR-616-5p/TNC;1;LIHC
miR-616-5p/miR-505-3p/TNC;1;SARC
miR-874-3p/miR-125a-3p/TNC;1;SARC
miR-877-5p/miR-136-5p/TNC;1;COAD
miR-17-5p/miR-142-5p/LUZP2;1;THYM
miR-205-3p/miR-106a-5p/LUZP2;1;TGCT
miR-20b-5p/miR-106a-5p/LUZP2;1;PRAD
miR-27b-3p/miR-590-3p/ZNF678;1;SARC
miR-130a-3p/miR-520a-5p/SPOPL;1;THYM
miR-3662/miR-520a-5p/SPOPL;1;THYM
miR-452-5p/miR-3662/SPOPL;1;THYM
miR-519d-3p/miR-130a-3p/SPOPL;1;THYM
miR-519d-3p/miR-3662/SPOPL;1;THYM
miR-525-5p/miR-130a-3p/SPOPL;1;THYM
miR-525-5p/miR-3662/SPOPL;1;THYM
let-7f-5p/miR-221-5p/NAT8L;1;LUAD
miR-195-5p/miR-502-3p/NAT8L;1;SARC
miR-199b-5p/miR-195-5p/NAT8L;1;SARC
miR-34c-5p/miR-34b-5p/NAT8L;1;LUSC
miR-424-5p/let-7g-3p/NAT8L;1;COAD
miR-497-5p/miR-199b-5p/NAT8L;1;SARC
miR-501-3p/miR-195-5p/NAT8L;1;SARC
miR-942-5p/miR-181a-5p/NAT8L;1;THYM
let-7f-1-3p/miR-421/ID4;1;SARC
miR-192-5p/miR-215-5p/ID4;1;ESCA
miR-324-3p/miR-432-5p/ID4;1;SARC
miR-342-3p/miR-181b-5p/ZC3H12B;1;BLCA
miR-223-5p/miR-518f-5p/HEPHL1;1;TGCT
miR-519a-5p/miR-223-5p/HEPHL1;1;TGCT
miR-539-5p/miR-326/FREM2;1;STAD
miR-218-5p/miR-197-3p/GLDN;1;SARC
miR-7-1-3p/miR-197-3p/GLDN;1;SARC
miR-185-3p/miR-136-3p/IDS;1;SARC
miR-18b-5p/miR-7-1-3p/IDS;1;TGCT
miR-589-3p/miR-582-3p/IDS;1;ESCA
miR-224-3p/miR-96-5p/ZNF850;1;UCEC
miR-3614-5p/miR-29c-3p/ZNF850;1;MESO
miR-629-5p/miR-219a-5p/IFNAR2;1;TGCT
miR-362-3p/miR-338-3p/MACC1;1;PRAD
miR-3065-5p/miR-129-5p/IGF1;1;TGCT
miR-3065-5p/miR-219a-1-3p/IGF1;1;TGCT
let-7e-5p/miR-671-5p/IGF1R;1;SARC
miR-181a-2-3p/miR-19a-3p/IGF1R;1;SARC
miR-181a-2-3p/miR-651-5p/IGF1R;1;SARC
miR-19b-3p/miR-7-1-3p/IGF1R;1;SARC
miR-20a-5p/miR-34a-3p/IGF1R;1;UCEC
miR-324-3p/miR-340-5p/IGF1R;1;SARC
miR-33a-3p/miR-15b-3p/IGF1R;1;SKCM
miR-340-5p/miR-224-5p/IGF1R;1;KIRC
miR-340-5p/miR-625-5p/IGF1R;1;SARC
miR-424-5p/let-7f-5p/IGF1R;1;LUAD
miR-452-5p/miR-340-5p/IGF1R;1;KIRC
miR-494-3p/miR-653-5p/IGF1R;1;TGCT
miR-505-3p/miR-19a-3p/IGF1R;1;SARC
miR-505-3p/miR-19b-3p/IGF1R;1;SARC
miR-505-3p/miR-29b-2-5p/IGF1R;1;SARC
miR-629-3p/miR-671-5p/IGF1R;1;SARC
miR-651-5p/miR-502-5p/IGF1R;1;BLCA
miR-7-1-3p/miR-29b-2-5p/IGF1R;1;SARC
miR-96-5p/miR-502-5p/IGF1R;1;BLCA
miR-210-3p/miR-320b/IGF2;1;LUSC
miR-221-5p/miR-497-5p/IGF2;1;SARC
miR-130b-3p/miR-193b-3p/IGFBP5;1;UCEC
miR-323b-3p/miR-193b-3p/IGFBP5;1;STAD
miR-3613-3p/miR-424-5p/IGFBP5;1;BLCA
miR-3928-3p/miR-30a-3p/IGFBP5;1;SARC
miR-625-3p/miR-653-5p/IGFBP5;1;BLCA
miR-570-3p/miR-135a-5p/APP;1;KICH
miR-181a-5p/miR-664a-5p/IL1A;1;SARC
miR-181c-5p/miR-532-3p/IL1A;1;SARC
miR-493-3p/miR-532-3p/IL1A;1;SARC
miR-192-5p/miR-338-5p/IL1R1;1;ESCA
miR-215-5p/miR-221-5p/IL1R1;1;BLCA
miR-505-5p/miR-485-3p/IL5RA;1;SARC
let-7c-5p/miR-362-3p/IL6R;1;SARC
miR-141-3p/let-7c-5p/IL6R;1;SARC
miR-221-5p/miR-362-3p/IL6R;1;SARC
miR-148a-3p/miR-155-5p/IL6ST;1;STAD
miR-23b-3p/miR-190a-5p/IL6ST;1;SARC
miR-27b-5p/miR-190a-5p/IL6ST;1;SARC
miR-424-5p/miR-497-5p/IL11;1;KIRP
miR-200a-3p/miR-141-3p/ACADSB;1;UCS
miR-20a-3p/miR-196a-5p/AQP3;1;HNSC
miR-338-3p/miR-497-5p/ILF3;1;TGCT
miR-3065-5p/miR-130a-3p/INHBA;1;HNSC
miR-338-5p/miR-129-5p/INHBA;1;STAD
miR-342-3p/miR-625-5p/INSIG1;1;LIHC
miR-9-5p/miR-29a-3p/INSIG1;1;BLCA
miR-1262/miR-3614-5p/IRAK2;1;THYM
miR-1262/miR-766-3p/IRAK2;1;BLCA
miR-195-5p/miR-93-5p/IRF1;1;STAD
miR-20b-5p/miR-20a-5p/IRF1;1;STAD
miR-378a-5p/miR-301b-3p/IRF1;1;SARC
miR-9-5p/miR-193b-3p/IRF1;1;HNSC
miR-103a-2-5p/miR-19a-3p/IRF4;1;BLCA
miR-103a-2-5p/miR-19b-1-5p/IRF4;1;STAD
miR-1301-3p/miR-19b-1-5p/IRF4;1;STAD
miR-1301-3p/miR-345-5p/IRF4;1;BLCA
miR-15a-5p/miR-7-5p/IRF4;1;THYM
