Triplet;Count;CancerTypes
miR-215-5p/miR-616-5p/PIP4K2B;1;ACC
miR-940/miR-182-5p/BRIP1;1;SARC
miR-125b-5p/miR-10a-5p/B3GNT5;1;BLCA
miR-2355-3p/miR-16-1-3p/ADGRV1;1;THYM
miR-129-5p/miR-149-3p/WDR75;1;TGCT
miR-367-3p/miR-182-5p/SYDE2;1;TGCT
miR-367-3p/miR-183-3p/SYDE2;1;TGCT
miR-324-5p/miR-219a-1-3p/ARID5B;1;SARC
miR-942-5p/miR-676-3p/ARID5B;1;ACC
miR-9-5p/miR-642a-5p/ANTXR1;1;PAAD
miR-335-5p/miR-424-5p/LOXL4;1;STAD
miR-181c-5p/miR-181d-5p/CIAO2A;1;ACC
miR-497-5p/miR-302a-3p/RTL6;1;TGCT
miR-497-5p/miR-302d-3p/RTL6;1;TGCT
miR-381-3p/miR-411-3p/FYTTD1;1;TGCT
miR-381-3p/miR-654-3p/FYTTD1;1;TGCT
miR-744-3p/miR-92b-3p/YIPF4;1;TGCT
miR-92b-3p/miR-3065-5p/YIPF4;1;TGCT
miR-92b-3p/miR-541-3p/YIPF4;1;TGCT
miR-20b-5p/miR-372-3p/PRXL2A;1;TGCT
miR-181c-5p/miR-181a-2-3p/DDI2;1;DLBC
miR-1305/miR-183-5p/PCGF5;1;TGCT
miR-183-5p/miR-500a-5p/PCGF5;1;TGCT
miR-195-3p/miR-193a-3p/DYRK2;1;SARC
miR-126-5p/miR-195-5p/MAP3K21;1;SARC
miR-369-3p/miR-497-5p/MAP3K21;1;SARC
miR-493-3p/miR-497-5p/MAP3K21;1;SARC
miR-543/miR-497-5p/MAP3K21;1;THYM
miR-551a/miR-195-5p/MAP3K21;1;THYM
miR-628-5p/miR-195-5p/MAP3K21;1;SARC
miR-655-3p/miR-497-5p/MAP3K21;1;SARC
miR-149-5p/miR-144-3p/LCOR;1;THYM
miR-20a-5p/miR-381-3p/LCOR;1;HNSC
miR-30a-3p/miR-193b-3p/LCOR;1;BLCA
miR-676-3p/miR-548j-5p/LCOR;1;THYM
miR-511-5p/miR-431-5p/SRRM4;1;STAD
miR-18a-3p/miR-17-5p/FAXC;1;THYM
miR-192-5p/miR-215-5p/FAXC;1;UCEC
miR-20a-5p/miR-18a-3p/FAXC;1;THYM
miR-125b-5p/miR-580-3p/PARD6B;1;COAD
miR-133a-3p/miR-20a-5p/MYPN;1;STAD
miR-3928-3p/miR-133a-3p/MYPN;1;STAD
miR-3928-3p/miR-93-5p/MYPN;1;STAD
miR-7-5p/miR-20a-5p/MYPN;1;STAD
miR-7-5p/miR-425-5p/MYPN;1;STAD
miR-7-5p/miR-93-5p/MYPN;1;STAD
miR-93-5p/miR-20a-5p/MYPN;1;STAD
miR-20a-5p/miR-92b-3p/PIGO;1;THYM
miR-127-5p/miR-30a-5p/CBX2;1;THYM
miR-2114-5p/miR-4326/CBX2;1;THYM
miR-3065-3p/miR-195-5p/CBX2;1;THYM
miR-31-5p/miR-195-5p/CBX2;1;THYM
miR-497-5p/miR-31-5p/CBX2;1;THYM
miR-424-5p/miR-497-5p/ZNF577;1;KIRP
miR-519d-3p/miR-525-5p/SEMA7A;1;THYM
miR-520a-5p/miR-519d-3p/SEMA7A;1;THYM
miR-520a-5p/miR-525-5p/SEMA7A;1;THYM
miR-378c/miR-188-3p/LMNB2;1;TGCT
miR-1243/miR-663a/RGS5;1;TGCT
miR-335-5p/miR-30b-3p/CGNL1;1;SARC
miR-95-3p/miR-542-3p/CGNL1;1;SARC
miR-30b-3p/miR-29a-3p/YBX3;1;SARC
miR-1-3p/miR-22-3p/ZCCHC3;1;SARC
let-7c-5p/let-7e-5p/ZFHX2;1;SARC
let-7c-5p/miR-642a-5p/ZFHX2;1;SARC
miR-221-5p/miR-421/TNKS1BP1;1;SARC
miR-491-5p/miR-106b-5p/TNKS1BP1;1;SARC
miR-25-3p/miR-30a-5p/AP3B1;1;THYM
miR-331-3p/miR-26b-5p/ZNF518B;1;STAD
miR-142-3p/miR-362-3p/ZC3H12C;1;STAD
miR-181d-5p/miR-33a-3p/ZC3H12C;1;COAD
miR-200c-5p/miR-33a-3p/ZC3H12C;1;STAD
miR-200c-5p/miR-362-3p/ZC3H12C;1;STAD
miR-31-5p/miR-362-3p/ZC3H12C;1;STAD
miR-33a-3p/miR-671-5p/ZC3H12C;1;STAD
miR-671-5p/miR-362-3p/ZC3H12C;1;STAD
miR-519d-3p/miR-508-5p/SSH2;1;THYM
miR-519d-3p/miR-526b-5p/SSH2;1;THYM
miR-526b-5p/miR-508-5p/SSH2;1;THYM
miR-3065-5p/miR-181d-5p/SELENOI;1;THYM
miR-629-5p/miR-767-3p/BHLHE40;1;TGCT
miR-301b-3p/miR-33b-5p/SLC25A12;1;SARC
miR-34b-5p/miR-642a-5p/RUNX1;1;TGCT
miR-642a-5p/miR-106a-5p/RUNX1;1;TGCT
miR-129-5p/miR-769-3p/STC2;1;COAD
miR-136-5p/miR-127-5p/STC2;1;BRCA
miR-199a-3p/miR-1301-3p/STC2;1;SARC
miR-29a-3p/miR-335-5p/USO1;1;SKCM
miR-19a-3p/miR-651-5p/DDX3Y;1;STAD
miR-222-3p/miR-29b-3p/DDX3Y;1;BLCA
miR-126-3p/miR-33a-5p/IRS2;1;STAD
miR-126-3p/miR-424-5p/IRS2;1;STAD
miR-135a-5p/let-7g-3p/IRS2;1;UCEC
miR-141-5p/let-7g-3p/IRS2;1;STAD
miR-141-5p/miR-26b-3p/IRS2;1;STAD
miR-338-3p/miR-185-3p/IRS2;1;SARC
miR-424-5p/let-7g-3p/IRS2;1;STAD
miR-424-5p/miR-33a-5p/IRS2;1;STAD
miR-7-5p/miR-224-5p/CBL;1;TGCT
miR-23a-5p/miR-4326/SLC4A4;1;THYM
miR-18b-3p/miR-2113/GALNT4;1;TGCT
miR-9-5p/miR-218-5p/GALNT4;1;STAD
miR-15b-5p/miR-34a-5p/ABCC3;1;SARC
miR-197-3p/miR-34a-5p/ABCC3;1;SARC
miR-27a-5p/miR-3065-5p/CTSF;1;STAD
miR-205-3p/miR-130b-3p/HRK;1;BLCA
miR-126-3p/miR-33a-5p/ADAM9;1;BLCA
miR-181a-2-3p/miR-106b-5p/ADAM9;1;SARC
miR-19b-1-5p/let-7e-5p/ADAM9;1;SARC
miR-93-3p/miR-9-3p/ADAM9;1;STAD
miR-301a-3p/miR-218-5p/TNFRSF10B;1;BLCA
miR-130b-5p/miR-195-5p/CREG1;1;SARC
miR-197-3p/miR-19b-3p/INPP4B;1;SARC
miR-486-5p/miR-331-3p/NRP2;1;LUSC
miR-106a-5p/miR-21-3p/TSC22D1;1;LIHC
miR-21-3p/miR-130a-3p/TSC22D1;1;LIHC
miR-93-5p/miR-92b-3p/KAT2B;1;THYM
miR-148a-3p/miR-363-3p/CDK5R1;1;HNSC
miR-301b-3p/miR-642a-5p/CDK5R1;1;HNSC
miR-29b-3p/miR-373-3p/ASAP2;1;TGCT
miR-373-3p/miR-323a-5p/ASAP2;1;TGCT
miR-373-3p/miR-487a-3p/ASAP2;1;TGCT
miR-155-5p/miR-362-3p/ALDH1A2;1;STAD
miR-2355-5p/miR-155-5p/ALDH1A2;1;SARC
miR-26b-5p/miR-939-5p/PER3;1;STAD
miR-939-5p/miR-377-3p/PER3;1;STAD
miR-17-5p/miR-106b-5p/SQSTM1;1;SARC
miR-200b-3p/miR-20b-5p/SQSTM1;1;SARC
miR-149-5p/miR-199b-3p/SGPL1;1;PCPG
miR-199a-3p/miR-149-5p/SGPL1;1;PCPG
miR-10b-5p/miR-3065-3p/CCND2;1;BLCA
miR-10b-5p/miR-340-3p/CCND2;1;BLCA
miR-10b-5p/miR-34b-5p/CCND2;1;BLCA
miR-1271-5p/miR-940/CCND2;1;STAD
miR-1468-5p/miR-940/CCND2;1;STAD
miR-149-5p/miR-491-5p/CCND2;1;UCEC
miR-204-5p/miR-497-5p/CCND2;1;TGCT
miR-20a-5p/miR-345-5p/CCND2;1;LUAD
miR-26b-5p/miR-153-3p/CCND2;1;STAD
miR-29b-3p/miR-21-3p/CCND2;1;BLCA
miR-29b-3p/miR-2355-5p/CCND2;1;BLCA
miR-3065-3p/miR-424-5p/CCND2;1;BLCA
miR-320c/miR-10b-5p/CCND2;1;BLCA
miR-320c/miR-320d/CCND2;1;STAD
miR-324-5p/miR-548b-3p/CCND2;1;LUAD
miR-335-5p/miR-26b-5p/CCND2;1;STAD
miR-335-5p/miR-424-5p/CCND2;1;STAD
miR-335-5p/miR-505-3p/CCND2;1;STAD
miR-335-5p/miR-940/CCND2;1;STAD
miR-34b-5p/miR-192-3p/CCND2;1;UCEC
miR-376c-3p/miR-1271-5p/CCND2;1;STAD
miR-376c-3p/miR-541-5p/CCND2;1;PCPG
miR-424-5p/miR-1271-5p/CCND2;1;STAD
miR-424-5p/miR-196b-5p/CCND2;1;STAD
miR-424-5p/miR-26b-5p/CCND2;1;STAD
miR-424-5p/miR-505-3p/CCND2;1;STAD
miR-424-5p/miR-627-5p/CCND2;1;STAD
miR-424-5p/miR-940/CCND2;1;STAD
miR-503-5p/miR-326/CCND2;1;STAD
miR-503-5p/miR-342-3p/CCND2;1;STAD
miR-503-5p/miR-424-3p/CCND2;1;STAD
miR-505-3p/miR-26b-5p/CCND2;1;STAD
miR-577/miR-149-5p/CCND2;1;UCEC
miR-627-5p/miR-196b-5p/CCND2;1;STAD
miR-627-5p/miR-335-5p/CCND2;1;STAD
miR-708-5p/miR-153-3p/CCND2;1;STAD
miR-940/miR-153-3p/CCND2;1;STAD
miR-940/miR-26b-5p/CCND2;1;STAD
miR-338-3p/miR-766-3p/H2AC11;1;LGG
miR-135b-5p/miR-20a-3p/NAV1;1;LUSC
miR-940/miR-221-5p/NAV2;1;SARC
miR-125a-3p/miR-17-5p/F2RL3;1;BLCA
miR-17-5p/miR-20a-5p/F2RL3;1;BLCA
miR-183-3p/miR-1305/CCNG2;1;TGCT
miR-874-3p/miR-103a-2-5p/PHLDB2;1;BLCA
miR-335-3p/miR-138-5p/SOCS3;1;KIRP
miR-3065-5p/miR-34c-5p/BAZ1B;1;TGCT
miR-183-5p/miR-182-5p/FAM110B;1;UCEC
miR-144-3p/miR-141-3p/BTAF1;1;THYM
let-7c-5p/let-7e-5p/GPRC5A;1;TGCT
let-7e-5p/miR-152-3p/GPRC5A;1;TGCT
let-7e-5p/miR-582-5p/GPRC5A;1;TGCT
miR-130a-3p/miR-194-3p/GPRC5A;1;SARC
miR-15b-5p/miR-194-3p/GPRC5A;1;SARC
miR-188-3p/miR-500a-3p/GPRC5A;1;UCS
miR-188-3p/miR-500b-5p/GPRC5A;1;UCS
miR-301a-3p/miR-130a-3p/GPRC5A;1;SARC
miR-30a-3p/miR-939-5p/GPRC5A;1;STAD
miR-34b-3p/miR-455-5p/GPRC5A;1;TGCT
miR-362-3p/miR-133a-3p/GPRC5A;1;UCS
miR-362-3p/miR-362-5p/GPRC5A;1;UCS
miR-362-3p/miR-500a-3p/GPRC5A;1;UCS
miR-362-3p/miR-500b-5p/GPRC5A;1;UCS
miR-362-5p/miR-133a-3p/GPRC5A;1;UCS
miR-362-5p/miR-500b-5p/GPRC5A;1;UCS
miR-424-5p/miR-500b-5p/GPRC5A;1;TGCT
miR-454-3p/miR-130a-3p/GPRC5A;1;SARC
miR-500b-5p/miR-301a-3p/GPRC5A;1;TGCT
miR-500b-5p/miR-500a-3p/GPRC5A;1;UCS
miR-500b-5p/miR-582-5p/GPRC5A;1;TGCT
miR-92a-1-5p/miR-133a-3p/GPRC5A;1;STAD
miR-940/miR-500b-5p/GPRC5A;1;TGCT
miR-20a-5p/miR-301b-3p/MAP7;1;UCS
miR-301b-3p/miR-17-5p/MAP7;1;UCS
miR-454-3p/miR-17-5p/MAP7;1;SKCM
miR-182-5p/let-7b-5p/SLC7A6;1;THYM
miR-1270/miR-376b-3p/STARD13;1;TGCT
let-7c-5p/miR-185-5p/SYT7;1;SARC
miR-130b-3p/miR-766-3p/CCT6A;1;TGCT
miR-196b-5p/let-7g-3p/FMNL3;1;COAD
miR-409-3p/miR-103a-2-5p/MTMR7;1;SARC
miR-378a-5p/miR-145-5p/SLC16A6;1;KIRP
let-7e-5p/miR-19b-3p/CCNE2;1;SARC
let-7e-5p/miR-365a-3p/CCNE2;1;SARC
let-7e-5p/miR-92a-3p/CCNE2;1;SARC
let-7f-5p/let-7e-5p/CCNE2;1;SARC
let-7f-5p/miR-365a-3p/CCNE2;1;SARC
miR-141-3p/let-7e-5p/CCNE2;1;SARC
miR-19a-3p/miR-212-3p/CCNE2;1;SARC
miR-19a-3p/miR-365a-3p/CCNE2;1;SARC
miR-19b-3p/miR-212-3p/CCNE2;1;SARC
miR-200a-3p/let-7c-5p/CCNE2;1;BLCA
miR-200c-3p/let-7e-5p/CCNE2;1;SARC
miR-365a-3p/miR-19b-3p/CCNE2;1;SARC
miR-365a-3p/miR-212-3p/CCNE2;1;SARC
miR-497-5p/miR-34c-5p/CCNE2;1;THYM
miR-92a-3p/miR-212-3p/CCNE2;1;SARC
miR-93-3p/let-7c-5p/CCNE2;1;SARC
miR-93-3p/miR-212-3p/CCNE2;1;SARC
miR-93-3p/miR-365a-3p/CCNE2;1;SARC
miR-320c/miR-125a-3p/SYNGR2;1;SARC
miR-520a-3p/miR-520d-3p/MTRFR;1;THYM
miR-1180-3p/miR-181a-2-3p/SLFN11;1;BLCA
miR-31-5p/miR-18a-5p/MYADM;1;BLCA
miR-616-5p/miR-18a-5p/MYADM;1;BLCA
miR-616-5p/miR-455-3p/MYADM;1;BLCA
miR-181d-5p/miR-34a-5p/MIDEAS;1;KICH
miR-874-3p/miR-431-5p/NXPE3;1;STAD
miR-130b-3p/miR-301b-3p/OSMR;1;SARC
miR-106b-5p/miR-150-5p/MYLK3;1;SARC
miR-30a-5p/miR-17-5p/DDX21;1;THYM
miR-454-3p/miR-9-3p/SLC16A7;1;SKCM
miR-185-5p/miR-195-5p/ACVR2A;1;SARC
miR-195-5p/miR-590-3p/ACVR2A;1;SARC
miR-19b-1-5p/miR-195-5p/ACVR2A;1;SARC
miR-497-5p/miR-590-3p/ACVR2A;1;SARC
miR-204-5p/miR-485-5p/CD4;1;TGCT
miR-130a-5p/miR-196a-5p/DSEL;1;THYM
miR-30c-1-3p/miR-196a-5p/DSEL;1;BLCA
miR-200c-3p/miR-150-5p/MTSS2;1;ACC
miR-34c-5p/miR-516b-5p/NA;1;THYM
miR-142-3p/miR-519e-3p/LMBRD2;1;TGCT
miR-130a-3p/miR-519c-3p/DLG5;1;THYM
miR-2355-5p/miR-27a-5p/MEX3A;1;BLCA
miR-490-3p/miR-149-3p/GCNT3;1;LGG
miR-577/miR-142-5p/RPS6KA5;1;STAD
miR-577/miR-148a-3p/RPS6KA5;1;STAD
let-7b-5p/miR-3652/SPECC1;1;THYM
let-7a-3p/miR-625-3p/ACVR2B;1;SARC
miR-129-5p/miR-625-3p/ACVR2B;1;SARC
miR-200b-3p/miR-582-5p/ACVR2B;1;TGCT
miR-582-5p/miR-196b-5p/ACVR2B;1;TGCT
miR-942-5p/let-7f-1-3p/ACVR2B;1;SARC
miR-196b-5p/miR-196a-5p/ZNF561;1;CHOL
let-7a-2-3p/miR-30a-5p/KLF4;1;THYM
miR-3613-3p/miR-130a-3p/GLP2R;1;BLCA
miR-3940-3p/miR-196a-5p/NRXN3;1;THYM
miR-651-5p/miR-455-3p/NRXN3;1;COAD
miR-221-5p/miR-616-5p/LIPG;1;HNSC
miR-186-5p/miR-193b-5p/FOXP2;1;SARC
miR-424-5p/miR-215-5p/TTYH2;1;COAD
miR-570-3p/miR-31-5p/ARHGAP29;1;KICH
miR-20b-5p/miR-211-5p/KCNK6;1;TGCT
miR-211-5p/miR-106a-5p/KCNK6;1;TGCT
miR-302b-3p/miR-211-5p/KCNK6;1;TGCT
miR-3613-3p/miR-335-5p/ITM2A;1;BLCA
miR-18a-3p/miR-505-5p/HOMER2;1;STAD
miR-214-3p/miR-93-3p/HOMER2;1;STAD
miR-3615/miR-93-3p/HOMER2;1;STAD
miR-505-5p/miR-93-3p/HOMER2;1;STAD
miR-93-3p/miR-31-5p/HOMER2;1;STAD
miR-150-5p/miR-16-2-3p/SH3BP5;1;SARC
miR-221-5p/miR-16-2-3p/SH3BP5;1;SARC
miR-410-3p/miR-122-5p/SLC25A27;1;TGCT
miR-494-3p/miR-20b-5p/SLC4A7;1;SKCM
miR-138-5p/miR-581/ADAMTS1;1;THCA
miR-181d-5p/miR-642a-5p/ADAMTS1;1;COAD
miR-2114-5p/miR-33a-5p/ADAMTS1;1;THYM
miR-2114-5p/miR-642a-5p/ADAMTS1;1;THYM
miR-215-5p/miR-2355-5p/ADAMTS1;1;THYM
miR-23b-3p/let-7e-5p/ADAMTS1;1;SARC
miR-30c-1-3p/miR-342-3p/ADAMTS1;1;BLCA
miR-30c-1-3p/miR-505-5p/ADAMTS1;1;BLCA
miR-424-5p/miR-505-5p/ADAMTS1;1;BLCA
miR-424-5p/miR-940/ADAMTS1;2;BLCA - COAD
miR-766-3p/miR-505-5p/ADAMTS1;1;BLCA
miR-940/miR-30c-1-3p/ADAMTS1;1;BLCA
miR-940/miR-505-5p/ADAMTS1;1;BLCA
miR-17-5p/miR-20a-5p/CD38;1;BLCA
miR-19b-1-5p/miR-20a-5p/CD38;1;BLCA
miR-30a-5p/miR-17-5p/NPEPPS;1;THYM
miR-429/miR-9-5p/BAG4;1;TGCT
miR-374a-3p/miR-1-3p/AKAP12;1;SKCM
miR-130a-3p/miR-26a-5p/CELSR1;1;SARC
miR-222-3p/miR-199b-5p/SEC24C;1;CESC
miR-106a-5p/miR-9-5p/ARHGEF10;1;THYM
miR-9-5p/miR-20b-5p/ARHGEF10;1;THYM
miR-127-5p/miR-379-5p/MICAL2;1;ACC
miR-9-5p/let-7e-5p/MICAL2;1;SARC
miR-373-3p/miR-106a-5p/SOCS5;1;TGCT
miR-373-3p/miR-20b-5p/SOCS5;1;TGCT
miR-543/miR-497-5p/SOCS5;1;ACC
miR-124-3p/miR-101-5p/KIAA0040;1;LGG
miR-124-3p/miR-338-5p/KIAA0040;1;LGG
miR-34a-5p/miR-145-5p/VGLL4;1;SARC
miR-520a-3p/miR-940/UBE3C;1;THYM
miR-125b-5p/miR-92b-3p/EDEM1;1;THYM
miR-125b-5p/miR-96-5p/EDEM1;1;THYM
miR-199b-5p/miR-125b-5p/EDEM1;1;THYM
miR-744-3p/miR-19b-1-5p/SECISBP2L;1;LIHC
miR-203a-3p/miR-218-5p/USP34;1;KICH
miR-329-3p/miR-188-3p/CLSTN3;1;UCS
miR-377-3p/miR-362-3p/CLSTN3;1;UCS
miR-362-3p/miR-1301-3p/SNPH;1;STAD
miR-940/miR-520d-3p/KIAA0513;1;THYM
miR-30a-5p/miR-519a-3p/PCLAF;1;THYM
miR-495-3p/miR-30a-5p/PCLAF;1;THYM
miR-149-5p/miR-141-3p/MATR3;1;SARC
miR-149-5p/miR-148a-3p/MATR3;1;SARC
miR-3065-3p/miR-424-5p/MATR3;1;LUAD
miR-93-3p/miR-148a-3p/MATR3;1;SARC
miR-7-1-3p/miR-182-5p/MTSS1;1;STAD
miR-629-3p/miR-708-5p/CTIF;1;SARC
miR-10b-5p/miR-132-3p/ARHGAP11A;1;SARC
miR-30a-5p/miR-381-3p/ARHGAP11A;1;THYM
miR-410-3p/miR-495-3p/CDK1;1;LGG
miR-582-5p/miR-410-3p/CDK1;1;LGG
miR-935/miR-410-3p/CDK1;1;LGG
miR-17-5p/miR-22-3p/TRIM14;1;SARC
miR-34a-5p/miR-22-3p/TRIM14;1;SARC
miR-508-5p/miR-518a-3p/MELK;1;THYM
miR-770-5p/miR-7-5p/MELK;1;LGG
miR-132-3p/miR-200b-3p/ZEB2;1;SARC
miR-200b-3p/miR-192-5p/ZEB2;1;ESCA
miR-200b-3p/miR-345-5p/ZEB2;1;SARC
miR-205-5p/miR-122-5p/ZEB2;1;TGCT
miR-32-5p/miR-17-3p/ZEB2;1;SARC
miR-32-5p/miR-192-5p/ZEB2;1;SARC
miR-32-5p/miR-495-3p/ZEB2;1;SARC
miR-141-3p/miR-92b-3p/EPM2AIP1;1;TGCT
miR-33a-3p/miR-532-3p/CEP170;1;ESCA
miR-29a-3p/miR-29b-3p/TRIL;1;TGCT
miR-29c-3p/miR-29a-3p/TRIL;1;TGCT
miR-29c-3p/miR-29b-3p/TRIL;1;TGCT
miR-103a-2-5p/miR-19a-3p/SV2A;1;SARC
miR-19b-3p/miR-30b-3p/KLHL21;1;SARC
let-7b-5p/miR-519d-3p/NCAPD2;1;THYM
miR-29c-3p/miR-218-5p/NCAPD2;1;SARC
miR-512-5p/let-7b-5p/CDC25A;1;THYM
miR-874-3p/miR-22-5p/CDC25A;1;LIHC
miR-20a-3p/miR-501-3p/NR1D2;1;SARC
miR-15b-5p/miR-224-5p/CDH1;1;SARC
miR-9-3p/miR-9-5p/CDH1;1;SKCM
