Two_Var_XZ,Two_Var_YZ,Lancaster_XY_Z,mrna,mirna1,mirna2,BH_rejected,BH_pvalues_adjusted
0.0975,0.76,0.0015,83596,hsa-mir-424-5p,hsa-mir-195-5p,False,0.2727044334975369
0.013,0.3435,0.004,26030,hsa-mir-511-5p,hsa-mir-32-5p,False,0.33099551569506724
0.0425,0.086,0.002,64919,hsa-mir-93-5p,hsa-mir-17-5p,False,0.2940717131474104
0.7645,0.369,0.0055,23499,hsa-mir-19b-3p,hsa-mir-9-5p,False,0.35673637961335675
0.337,0.831,0.005,23499,hsa-mir-9-5p,hsa-mir-34a-5p,False,0.3535057471264368
0.3315,0.0415,0.0025,23499,hsa-mir-9-5p,hsa-mir-19b-1-5p,False,0.31973019801980196
0.8435,0.0925,0.007,23499,hsa-mir-34a-5p,hsa-mir-9-3p,False,0.3815982274741506
0.055,0.0715,0.008,23499,hsa-mir-19b-1-5p,hsa-mir-9-3p,False,0.3931398135818908
0.771,0.0775,0.0095,4289,hsa-mir-200a-3p,hsa-mir-29c-3p,False,0.4011521739130435
0.107,0.1865,0.0,6608,hsa-mir-3065-5p,hsa-mir-424-5p,True,0.0
0.4845,0.2695,0.0055,23022,hsa-mir-9-5p,hsa-mir-34a-5p,False,0.35673637961335675
0.8635,0.8445,0.0015,54478,hsa-mir-99a-5p,hsa-mir-100-5p,False,0.2727044334975369
0.5595,0.0115,0.0045,599,hsa-mir-1296-5p,hsa-mir-330-5p,False,0.3403217213114754
0.0185,0.3365,0.004,7837,hsa-mir-30b-3p,hsa-mir-513a-5p,False,0.33099551569506724
0.1855,0.4645,0.0055,84929,hsa-mir-940,hsa-mir-491-5p,False,0.35673637961335675
0.02,0.14,0.0085,83667,hsa-mir-130a-3p,hsa-mir-199b-5p,False,0.3945924528301887
0.3835,0.144,0.0,9590,hsa-mir-374a-3p,hsa-mir-1-3p,True,0.0
0.0855,0.8235,0.009,9113,hsa-mir-29a-3p,hsa-mir-7-5p,False,0.39922355769230766
0.148,0.2255,0.001,25957,hsa-mir-432-5p,hsa-mir-582-5p,False,0.2350700636942675
0.031,0.953,0.004,23135,hsa-mir-27a-3p,hsa-mir-17-5p,False,0.33099551569506724
0.0315,0.328,0.002,23135,hsa-mir-27a-3p,hsa-mir-18a-3p,False,0.2940717131474104
0.0595,0.465,0.0015,157680,hsa-mir-29a-3p,hsa-mir-335-5p,False,0.2727044334975369
0.011,0.026,0.0055,92154,hsa-mir-29b-3p,hsa-mir-31-5p,False,0.35673637961335675
0.5625,0.391,0.002,84327,hsa-mir-203a-3p,hsa-mir-224-5p,False,0.2940717131474104
0.2895,0.2095,0.0025,27329,hsa-mir-7-5p,hsa-mir-145-3p,False,0.31973019801980196
0.2315,0.1305,0.0055,3845,hsa-mir-143-3p,hsa-mir-1-3p,False,0.35673637961335675
