"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-152-3p","hsa-mir-219a-1-3p",7003,"TEAD1",831,"CAST",1,0,0.277,0.0265,0.005,0.0286567466635787
"hsa-mir-126-5p","hsa-mir-185-5p",7003,"TEAD1",831,"CAST",1,0,0.274,0.328,0.001,0.00827304068030337
"hsa-mir-338-3p","hsa-mir-450b-5p",7003,"TEAD1",831,"CAST",1,0,0.064,0.0115,0.0035,0.0219720958254721
"hsa-mir-125b-5p","hsa-mir-126-5p",4149,"MAX",831,"CAST",1,5e-04,0.06,0.4375,0,0
"hsa-mir-338-3p","hsa-mir-362-5p",7003,"TEAD1",831,"CAST",1,0,0.057,0.0145,0.0055,0.0307185093237792
"hsa-mir-17-5p","hsa-mir-29b-3p",3659,"IRF1",840,"CASP7",1,0.0015,0.076,0.154,0.0075,0.0384991443683883
"hsa-mir-185-5p","hsa-mir-27b-3p",2113,"ETS1",841,"CASP8",1,0.005,0.9025,0.1485,0.0055,0.0307185093237792
"hsa-mir-17-5p","hsa-mir-19a-3p",2099,"ESR1",858,"CAV2",1,0,0.317,0.0205,0.003,0.0195630434782609
"hsa-mir-19a-3p","hsa-mir-19b-1-5p",2099,"ESR1",858,"CAV2",1,0,0.02,0.031,0.0035,0.0219720958254721
"hsa-mir-424-5p","hsa-mir-500a-5p",7182,"NR2C2",889,"KRIT1",1,0,0.0165,0.0445,0.003,0.0195630434782609
"hsa-mir-424-5p","hsa-mir-501-5p",7182,"NR2C2",889,"KRIT1",1,0,0.0105,0.069,5e-04,0.00465053675036997
"hsa-mir-148a-3p","hsa-mir-766-3p",7157,"TP53",891,"CCNB1",-1,0.0025,0.1775,0.405,0.0025,0.0170236293595652
"hsa-mir-181b-5p","hsa-mir-874-3p",1869,"E2F1",898,"CCNE1",1,0.0025,0.011,0.245,0.0065,0.0347114341973943
"hsa-mir-223-5p","hsa-mir-32-5p",367,"AR",901,"CCNG2",1,0,0.0135,0.4725,5e-04,0.00465053675036997
"hsa-mir-223-5p","hsa-mir-503-5p",367,"AR",901,"CCNG2",1,0,0.0175,0.7695,0,0
"hsa-mir-223-5p","hsa-mir-224-5p",367,"AR",901,"CCNG2",1,0,0.0175,0.752,0.009,0.0438042112767814
"hsa-mir-19a-3p","hsa-mir-93-3p",7157,"TP53",901,"CCNG2",1,0.004,0.0245,0.0405,0.004,0.0242992328935256
"hsa-mir-16-2-3p","hsa-mir-324-5p",2308,"FOXO1",901,"CCNG2",1,0.005,0.11,0.569,0.001,0.00827304068030337
"hsa-mir-103a-2-5p","hsa-mir-34a-5p",367,"AR",901,"CCNG2",1,0,0.045,0.568,0.001,0.00827304068030337
"hsa-mir-19b-3p","hsa-mir-339-5p",6688,"SPI1",961,"CD47",1,0,0.2455,0.1155,0.003,0.0195630434782609
"hsa-mir-10a-5p","hsa-mir-224-3p",1871,"E2F3",990,"CDC6",1,0.001,0.043,0.21,0.0075,0.0384991443683883
"hsa-mir-10a-5p","hsa-mir-199b-5p",1871,"E2F3",990,"CDC6",1,0.0015,0.063,0.0185,0.0065,0.0347114341973943
"hsa-mir-181a-2-3p","hsa-mir-320b",6886,"TAL1",1012,"CDH13",1,0.009,0.162,0.611,0.001,0.00827304068030337
"hsa-mir-181a-5p","hsa-mir-331-3p",2113,"ETS1",1012,"CDH13",1,0,0.0955,0.0215,0.003,0.0195630434782609
"hsa-mir-17-3p","hsa-mir-200c-3p",2113,"ETS1",1012,"CDH13",1,0.0015,0.145,0.686,0.0015,0.011451979253032
"hsa-mir-181a-5p","hsa-mir-542-3p",2113,"ETS1",1012,"CDH13",1,0,0.12,0.0915,0.0015,0.011451979253032
"hsa-mir-17-3p","hsa-mir-450b-5p",2113,"ETS1",1012,"CDH13",1,0.001,0.176,0.2425,0.003,0.0195630434782609
"hsa-mir-126-5p","hsa-mir-181a-5p",2113,"ETS1",1012,"CDH13",1,0,0.0805,0.115,0.0085,0.0420787407481496
"hsa-mir-181a-5p","hsa-mir-450b-5p",2113,"ETS1",1012,"CDH13",1,0,0.0885,0.2595,0.001,0.00827304068030337
"hsa-mir-181a-5p","hsa-mir-424-5p",2113,"ETS1",1012,"CDH13",1,0,0.139,0.0175,0,0
"hsa-mir-22-5p","hsa-mir-542-3p",2113,"ETS1",1012,"CDH13",1,0,0.084,0.1315,0.0075,0.0384991443683883
"hsa-mir-132-3p","hsa-mir-181a-2-3p",2113,"ETS1",1012,"CDH13",1,0.0015,0.0295,0.15,0.005,0.0286567466635787
"hsa-mir-22-5p","hsa-mir-424-5p",2113,"ETS1",1012,"CDH13",1,0,0.0845,0.0335,5e-04,0.00465053675036997
"hsa-mir-22-5p","hsa-mir-450b-5p",2113,"ETS1",1012,"CDH13",1,0,0.0675,0.2895,0.0055,0.0307185093237792
"hsa-let-7c-5p","hsa-mir-181c-5p",27086,"FOXP1",1021,"CDK6",-1,5e-04,0.0135,0.0175,0.005,0.0286567466635787
