"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-29c-3p","hsa-mir-33a-5p",571,"BACH1",222658,"KCTD20",1,0,0.1245,0.018,0.001,0.0135109768675409
"hsa-mir-301a-3p","hsa-mir-877-5p",571,"BACH1",222658,"KCTD20",1,0.0065,0.011,0.0795,0.0035,0.0330975043827988
"hsa-mir-182-5p","hsa-mir-766-3p",60468,"BACH2",222658,"KCTD20",1,0,0.03,0.2965,0.0025,0.0261967203748143
"hsa-mir-182-5p","hsa-mir-183-5p",60468,"BACH2",222658,"KCTD20",1,0,0.0335,0.1225,0.004,0.0362805143422354
"hsa-mir-345-5p","hsa-mir-93-5p",571,"BACH1",222658,"KCTD20",1,0.0055,0.2555,0.017,0.001,0.0135109768675409
"hsa-let-7c-5p","hsa-mir-21-3p",7764,"ZNF217",256987,"SERINC5",1,0.002,0.0765,0.0815,0.0025,0.0261967203748143
"hsa-mir-21-3p","hsa-mir-99a-5p",7764,"ZNF217",256987,"SERINC5",1,0,0.1095,0.15,0.0055,0.0449164625729171
"hsa-mir-19a-3p","hsa-mir-19b-1-5p",1997,"ELF1",259230,"SGMS1",1,0.0015,0.162,0.0535,0.0045,0.0392808662541647
"hsa-mir-193b-3p","hsa-mir-550a-5p",11016,"ATF7",284058,"KANSL1",1,0.0035,0.11,0.9295,0.003,0.0297973950012186
"hsa-mir-142-5p","hsa-mir-378a-5p",2551,"GABPA",285527,"FRYL",1,0.001,0.356,0.266,0.0035,0.0330975043827988
"hsa-mir-125b-5p","hsa-mir-874-3p",1869,"E2F1",347240,"KIF24",1,0.0015,0.026,0.011,5e-04,0.00787453842851009
"hsa-mir-151a-3p","hsa-mir-7-5p",6591,"SNAI2",347735,"SERINC2",-1,0,0.014,0.025,0,0
"hsa-mir-106a-5p","hsa-mir-93-5p",7182,"NR2C2",375743,"PTAR1",1,0,0.378,0.2955,0.0035,0.0330975043827988
"hsa-mir-500a-5p","hsa-mir-93-5p",7182,"NR2C2",375743,"PTAR1",1,0,0.5855,0.2565,0.0015,0.0182691592508965
"hsa-mir-199a-5p","hsa-mir-500a-5p",7182,"NR2C2",375743,"PTAR1",1,0,0.012,0.5855,0.003,0.0297973950012186
"hsa-mir-19a-3p","hsa-mir-335-5p",1879,"EBF1",399665,"FAM102A",1,0,0.0185,0.1475,0.0015,0.0182691592508965
"hsa-mir-135b-5p","hsa-mir-335-5p",860,"RUNX2",404093,"CUEDC1",1,0.0095,0.4345,0.101,0.0035,0.0330975043827988
"hsa-mir-155-5p","hsa-mir-29b-3p",860,"RUNX2",404093,"CUEDC1",1,0,0.137,0.049,5e-04,0.00787453842851009
"hsa-mir-10a-5p","hsa-mir-29c-3p",3662,"IRF4",440193,"CCDC88C",1,0,0.029,0.246,0.0045,0.0392808662541647
"hsa-mir-10a-5p","hsa-mir-191-5p",3662,"IRF4",440193,"CCDC88C",1,0,0.051,0.0175,5e-04,0.00787453842851009
"hsa-mir-10a-5p","hsa-mir-29b-3p",3662,"IRF4",440193,"CCDC88C",1,0.001,0.0365,0.388,0,0
