miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-31-5p,hsa-mir-432-5p,6667,2335,1,0.0,0.157,0.0235,0.001,True,0.0033194435561240804
hsa-mir-31-5p,hsa-mir-432-5p,3091,5209,1,0.002,0.032,0.0105,0.004,True,0.01096024497122644
hsa-mir-31-5p,hsa-mir-508-3p,4790,4023,1,0.0,0.282,0.018,0.0035,True,0.009785368941322236
hsa-mir-31-5p,hsa-mir-628-5p,6667,2335,1,0.0,0.185,0.0105,0.0,True,0.0
hsa-mir-31-5p,hsa-mir-411-5p,6667,2335,1,0.0,0.1745,0.4825,0.0055,True,0.014341560529555103
hsa-mir-31-5p,hsa-mir-421,10009,3658,1,0.0,0.0895,0.09,0.002,True,0.006061432450582499
hsa-mir-31-5p,hsa-mir-758-3p,7027,983,1,0.0,0.022,0.0205,0.0,True,0.0
hsa-mir-31-5p,hsa-mir-874-3p,3091,7422,1,0.0005,0.809,0.014,0.0,True,0.0
hsa-mir-31-5p,hsa-mir-874-3p,6774,7422,1,0.0035,0.809,0.014,0.0,True,0.0
hsa-mir-31-5p,hsa-mir-744-3p,6774,3559,1,0.0005,0.2145,0.029,0.0025,True,0.007340598568640208
hsa-mir-32-5p,hsa-mir-377-3p,4899,10147,1,0.002,0.0685,0.0465,0.0055,True,0.014341560529555103
hsa-mir-32-5p,hsa-mir-330-3p,4801,56981,1,0.0,0.037,0.674,0.001,True,0.0033194435561240804
hsa-mir-32-5p,hsa-mir-330-3p,1958,7422,1,0.001,0.12,0.1435,0.0065,True,0.01650555633703756
hsa-mir-32-5p,hsa-mir-330-3p,7291,7422,1,0.0035,0.12,0.1435,0.0065,True,0.01650555633703756
hsa-mir-32-5p,hsa-mir-33b-5p,10765,3720,1,0.001,0.0285,0.025,0.0,True,0.0
hsa-mir-32-5p,hsa-mir-769-3p,10664,8844,1,0.0005,0.0195,0.0575,0.007,True,0.017560629588229962
hsa-mir-32-3p,hsa-mir-889-3p,3091,10135,1,0.0035,0.406,0.09,0.0085,True,0.02066087088880303
hsa-mir-33a-5p,hsa-mir-378a-5p,4609,54107,1,0.0025,0.0225,0.1485,0.0005,True,0.0017901626338754461
hsa-mir-33a-5p,hsa-mir-577,4609,6628,1,0.0025,0.4665,0.211,0.004,True,0.01096024497122644
hsa-mir-33a-5p,hsa-mir-625-5p,1874,51009,1,0.0015,0.011,0.0115,0.005,True,0.013232410795099627
hsa-mir-33a-5p,hsa-mir-651-5p,4609,4236,1,0.003,0.1405,0.022,0.0,True,0.0
hsa-mir-33a-5p,hsa-mir-654-3p,4609,3015,1,0.003,0.5795,0.5045,0.0075,True,0.018606417304015296
hsa-mir-33a-5p,hsa-mir-744-3p,4609,3945,1,0.0035,0.146,0.139,0.0,True,0.0
hsa-mir-33a-3p,hsa-mir-377-5p,4090,2908,1,0.0,0.2715,0.011,0.006,True,0.015437569327822222
hsa-mir-33a-3p,hsa-mir-409-3p,4780,7296,1,0.0065,0.031,0.0455,0.008,True,0.019645530090196657
hsa-mir-33a-3p,hsa-mir-758-3p,6925,7227,1,0.001,0.087,0.014,0.0015,True,0.004727627433863438
hsa-mir-33a-3p,hsa-mir-877-5p,6721,47,1,0.0,0.3845,0.0205,0.0095,True,0.022680869660220693
hsa-mir-100-5p,hsa-mir-219a-1-3p,6667,3480,1,0.0,0.0205,0.621,0.001,True,0.0033194435561240804
hsa-mir-100-5p,hsa-mir-149-3p,283337,3191,1,0.0,0.5515,0.0165,0.009,True,0.02167722848093188
hsa-mir-100-5p,hsa-mir-378a-5p,6667,3480,1,0.0,0.0185,0.272,0.002,True,0.006061432450582499
hsa-mir-101-5p,hsa-mir-31-5p,3091,7097,1,0.002,0.0315,0.0985,0.0,True,0.0
hsa-mir-101-5p,hsa-mir-34a-5p,3091,4170,1,0.0015,0.035,0.2225,0.0,True,0.0
hsa-mir-101-5p,hsa-mir-34a-5p,6772,4170,1,0.0005,0.035,0.2225,0.0,True,0.0
hsa-mir-101-5p,hsa-mir-34a-5p,6774,4170,1,0.0005,0.035,0.2225,0.0,True,0.0
hsa-mir-101-5p,hsa-mir-204-5p,2305,3688,1,0.0,0.0345,0.216,0.001,True,0.0033194435561240804
hsa-mir-101-5p,hsa-mir-222-5p,6772,57674,1,0.001,0.0405,0.0105,0.001,True,0.0033194435561240804
hsa-mir-101-5p,hsa-mir-23b-3p,860,64859,1,0.0,0.083,0.258,0.0005,True,0.0017901626338754461
hsa-mir-101-5p,hsa-mir-124-3p,4899,5471,1,0.0015,0.016,0.0265,0.004,True,0.01096024497122644
hsa-mir-101-5p,hsa-mir-145-5p,3091,4170,1,0.0025,0.046,0.1905,0.004,True,0.01096024497122644
hsa-mir-101-5p,hsa-mir-145-5p,6772,4170,1,0.001,0.046,0.1905,0.004,True,0.01096024497122644
hsa-mir-101-5p,hsa-mir-145-5p,6774,4170,1,0.0005,0.046,0.1905,0.004,True,0.01096024497122644
hsa-mir-101-5p,hsa-mir-136-5p,4801,3988,1,0.002,0.0665,0.325,0.004,True,0.01096024497122644
hsa-mir-101-5p,hsa-mir-150-5p,6772,4170,1,0.0005,0.044,0.125,0.0,True,0.0
hsa-mir-101-5p,hsa-mir-184,4609,26036,1,0.004,0.1715,0.5345,0.007,True,0.017560629588229962
hsa-mir-101-5p,hsa-mir-185-5p,4609,5591,1,0.0025,0.0315,0.067,0.0,True,0.0
hsa-mir-101-5p,hsa-mir-299-3p,3091,7097,1,0.002,0.0355,0.0685,0.0,True,0.0
hsa-mir-101-5p,hsa-mir-299-3p,3091,4170,1,0.002,0.0525,0.02,0.0,True,0.0
hsa-mir-101-5p,hsa-mir-376a-3p,3091,7097,1,0.0025,0.031,0.6265,0.0,True,0.0
hsa-mir-101-5p,hsa-mir-377-3p,3091,7097,1,0.003,0.027,0.306,0.0,True,0.0
hsa-mir-101-5p,hsa-mir-378a-5p,2551,152006,1,0.0005,0.364,0.2245,0.005,True,0.013232410795099627
hsa-mir-101-5p,hsa-mir-330-5p,4609,5591,1,0.0045,0.0405,0.1125,0.0005,True,0.0017901626338754461
hsa-mir-101-5p,hsa-mir-338-5p,2625,5139,1,0.004,0.0295,0.0425,0.001,True,0.0033194435561240804
hsa-mir-101-5p,hsa-mir-376b-3p,3091,4170,1,0.002,0.042,0.118,0.0025,True,0.007340598568640208
hsa-mir-101-5p,hsa-mir-494-3p,6772,57674,1,0.0015,0.02,0.0285,0.0015,True,0.004727627433863438
hsa-mir-101-5p,hsa-mir-625-3p,3091,4170,1,0.0015,0.051,0.6935,0.0,True,0.0
hsa-mir-101-5p,hsa-mir-874-3p,2099,3688,1,0.0,0.0385,0.2725,0.0015,True,0.004727627433863438
hsa-mir-101-5p,hsa-mir-889-3p,3091,3688,1,0.003,0.03,0.086,0.0005,True,0.0017901626338754461
