"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40"
2247,"FGF2","hsa-mir-196a-5p","hsa-mir-215-5p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10383711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10938383'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12579092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16278388'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17477358'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17569023'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17569023'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20945415'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24777337'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26487184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26487184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26833879'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27317650'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28927233'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29660336'>PubMedLink</a>","tarbase","mirtarbase tarbase",1.56777392647817e-11,1.49751659043811,0.450941209449217,-0.203105183867025,0.318575341489291,-0.116960292833054,"hsa-mir-215-5p","hsa-mir-196a-5p",2247,14.6841082777533,14.7465665935601,"14.9659912389023","12.2215964315446","15.486442350066","14.0226536893446","14.3274441154962","15.2787267935823","13.0867256234617","14.9408234960166","15.9774217743732","14.5736737093614","17.6643091612545","14.1500949000623","13.9505401870318","12.6273237827922","14.4782687463752","13.9664322705153","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2247,"FGF2","hsa-mir-577","hsa-mir-215-5p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10383711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10938383'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12579092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16278388'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17477358'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17569023'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17569023'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20945415'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24777337'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26487184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26487184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26833879'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27317650'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28927233'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29660336'>PubMedLink</a>","mirtarbase","mirtarbase tarbase",0.583950878651813,-0.141887675534582,0.450941209449217,-0.203105183867025,0.318575341489291,-0.116960292833054,"hsa-mir-215-5p","hsa-mir-577",2247,12.9292595385904,14.7465665935601,"12.2278996945281","12.2215964315446","14.5362768223525","15.486442350066","13.6790946226299","14.0226536893446","14.3274441154962","15.9774217743732","12.429163356656","17.6643091612545","14.1500949000623","13.9505401870318","14.7136337341077","13.5348451634771","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2289,"FKBP5","hsa-mir-182-5p","hsa-mir-106b-5p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26467701'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29052817'>PubMedLink</a>","tarbase","tarbase",0.756471969257837,-0.0354651886100591,0.294031875942692,0.158828026609789,0.191381041093813,-0.135849554649133,"hsa-mir-106b-5p","hsa-mir-182-5p",2289,18.3596478410362,19.3496164442563,"18.9698464255694","18.4717035665039","19.8720971150329","19.3420086031709","17.9556764885344","15.614722158156","16.3021825689427","16.7956584378216","18.7224748099669","19.7857914576392","17.787116502642","17.0487557537545","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2308,"FOXO1","hsa-mir-335-5p","hsa-mir-582-3p",5e-04,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27769097'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28539329'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29749437'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30478420'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30478420'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.146104275413537,0.388963005577453,0.314488447330157,-0.150308961844691,0.768715583448651,-0.031295933221534,"hsa-mir-582-3p","hsa-mir-335-5p",2308,16.4176477809215,18.1972417516351,"18.2026033950301","18.0324589912304","18.1512118341673","17.9261616303261","17.2636366238885","18.996496237082","18.2683886908165","18.5702842892134","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2803,"GOLGA4","hsa-mir-18a-5p","hsa-mir-138-5p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase",0.0164332564847604,0.502776551997288,0.292443423235517,-0.3655107475303,0.488593569972371,-0.0711303228707507,"hsa-mir-138-5p","hsa-mir-18a-5p",2803,18.0082561613987,18.5298964823553,"19.070897082591","18.9097393640463","18.9189492236167","18.1534792163071","19.2657324031233","18.8111937744485","18.9476278478516","18.2794064558538","17.3306610311928","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2804,"GOLGB1","hsa-mir-627-5p","hsa-mir-17-5p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase",0.451930860671166,0.277020269618375,0.441381002128842,0.109186348390277,0.796496697868926,-0.0265696715105911,"hsa-mir-17-5p","hsa-mir-627-5p",2804,18.8219419846803,19.2023676981121,"18.8339316182225","19.3746702886075","18.4281777859403","18.2705155219702","19.1465162225339","19.4099467218293","19.4198112616485","19.18524204294","18.881358653146","19.5374167786136","18.0555512513989","18.7479097670959","19.0491605192241","19.0459564198186","18.090657053281","17.8326297952729","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2872,"MKNK2","hsa-mir-625-5p","hsa-mir-106a-5p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.572157433715595,-0.156952537313088,0.540073673841997,-0.128986623206974,0.545567036077366,-0.0600073820871377,"hsa-mir-106a-5p","hsa-mir-625-5p",2872,21.2296494759559,20.2133019877605,"20.5704368024902","20.7258409078557","18.6991202363223","22.4389684514234","19.9786147032058","21.5297073871952","20.0194832567457","19.8673175287397","20.0508451843962","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3205,"HOXA9","hsa-mir-183-3p","hsa-mir-130a-3p",0.004,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31802902'>PubMedLink</a>","tarbase","tarbase",0.12091202879477,0.746285311456976,0.767100776141861,-0.0506499339530761,0.0264408011348018,0.278035955288486,"hsa-mir-130a-3p","hsa-mir-183-3p",3205,15.9270051514669,18.1750743000128,"16.4460312188034","17.7876754575417","15.5024987561443","16.4896482842105","14.5845291440357","13.1031284790434","18.5213279718525","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3400,"ID4","hsa-mir-215-5p","hsa-mir-192-5p",0,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28035762'>PubMedLink</a>",NA,"mirtarbase","mirtarbase",0.450941209449217,-0.203105183867025,0.0803958209042905,-0.221037594709915,0.341760609722733,-0.102561606049789,"hsa-mir-192-5p","hsa-mir-215-5p",3400,15.0575889515855,18.6543843063398,"19.2983818333368","15.3116920747141","16.7657821436093","18.141648874812","15.5093079793147","17.8042131409128","17.4719267831532","17.1851068557669","16.5881205471998","17.2853679180331","18.1443867092347","17.4257315010628","16.3513377847378","19.1248838688091","15.2247288652426","17.3641639535529","14.0597737032545","13.3952488887046","18.3323326211682","17.6536090553665","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3423,"IDS","hsa-mir-582-3p","hsa-mir-18a-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase",0.314488447330157,-0.150308961844691,0.0164332564847604,0.502776551997288,0.953157309978684,0.00613372035231553,"hsa-mir-18a-5p","hsa-mir-582-3p",3423,18.0886849509942,18.970467125292,"19.3594514279201","18.4652131223295","19.1775316340728","18.625311507113","18.2958030141017","19.2683174079894","18.36750133666","19.2415755773203","19.051885554456","19.3359333208149","18.9923812363922","18.4782530304805","19.0427349156058","19.502163987262","19.3852607987844","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3423,"IDS","hsa-mir-589-3p","hsa-mir-582-3p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.126150540956684,0.526426562181466,0.314488447330157,-0.150308961844691,0.953157309978684,0.00613372035231553,"hsa-mir-582-3p","hsa-mir-589-3p",3423,18.970467125292,18.9360351417371,"19.3594514279201","18.4652131223295","18.2655081862004","19.1775316340728","18.625311507113","19.0551106587771","19.393180949955","18.7571020816272","19.051885554456","18.6296868964526","17.7507538886006","18.9923812363922","18.4782530304805","19.0427349156058","17.7748182522304","19.502163987262","19.3852607987844","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3481,"IGF2","hsa-mir-221-5p","hsa-mir-142-5p",0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11053988'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17183068'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17310846'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21668571'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23943562'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24318096'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24599933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24706416'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29115555'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29207103'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29604392'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31364117'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8945613'>PubMedLink</a>","tarbase","tarbase",0.0490858924173014,0.857387081135056,0.183024279196479,0.249835459044566,0.447392242853245,0.0837644351629623,"hsa-mir-142-5p","hsa-mir-221-5p",3481,16.1343980739265,18.2902853031041,"19.4191854250138","16.2029663294058","17.1060622283053","18.7543148775878","17.7279650545749","18.0695832729494","19.8325447461076","18.1739023593442","17.3930584880073","20.0738956209734","18.180589924866","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3554,"IL1R1","hsa-mir-192-5p","hsa-mir-338-5p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28035762'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/30576425'>PubMedLink</a>",NA,"mirtarbase tarbase","tarbase",0.0803958209042905,-0.221037594709915,0.00397608077296584,-0.667125741585506,0.710132213315367,-0.0391045015315104,"hsa-mir-338-5p","hsa-mir-192-5p",3554,19.7824355744139,18.3008949188156,"18.9134081368328","19.0316987600661","17.5422573766402","17.1102539460062","18.5398914983962","17.8447749018767","17.6791389225641","19.0156865476379","19.2362814227627","16.8324416185531","18.5597058410726","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3570,"IL6R","hsa-mir-221-5p","hsa-mir-215-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.0490858924173014,0.857387081135056,0.450941209449217,-0.203105183867025,0.625292677363707,-0.0534005368678758,"hsa-mir-215-5p","hsa-mir-221-5p",3570,15.9439833579227,16.5555214576741,"16.0043206193966","16.4718229235865","16.0065245026745","16.3981858935","15.467610178512","17.4924310506127","16.8803968345119","16.7088276870731","14.738816756687","17.0308967487593","14.1333937384048","16.6237955637739","16.6601798834007","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3708,"ITPR1","hsa-mir-153-3p","hsa-mir-29b-1-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.00026324192368962,-1.0426542419916,0.624807128775781,0.134306707452696,0.211881389103349,-0.139055283489724,"hsa-mir-29b-1-5p","hsa-mir-153-3p",3708,13.5523530190279,16.6702271383272,"16.2266231775616","17.3139807040035","16.9290543379731","15.9173815867751","17.118833264906","18.7278543870072","14.7571758242278","14.1716927333551","15.7399085601446","15.9536094141244","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3779,"KCNMB1","hsa-mir-20b-5p","hsa-mir-106a-5p",0.008,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28035762'>PubMedLink</a>",NA,NA,"mirtarbase","mirtarbase",0.17355875913484,-0.278819620450661,0.540073673841997,-0.128986623206974,0.203913993243379,-0.145330421113779,"hsa-mir-106a-5p","hsa-mir-20b-5p",3779,14.4600638531346,15.3477875815332,"15.6401691182979","17.8300256924995","16.8065855124175","13.3941493584574","14.9504663682216","16.6046432459951","11.8636836623524","15.2433411165961","19.0853898566151","14.725062850778","15.5939904830426","13.3702519440663","14.8827419414471","16.0791446635283","16.2019491587077","12.3144638245433","14.6873855662857","12.8663811167181","17.0830035593235","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4026,"LPP","hsa-mir-135b-5p","hsa-mir-193b-3p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase",5.28660332005104e-05,0.893342119225486,0.914150223202021,-0.0183899108239521,0.633643511501892,-0.0492688660356913,"hsa-mir-193b-3p","hsa-mir-135b-5p",4026,18.84813584282,17.8890902534986,"19.9443756483665","18.9181043419189","17.6951507157214","17.9789073908188","19.2062505305894","21.2771444039989","17.2910970682641","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4067,"LYN","hsa-mir-143-3p","hsa-let-7c-5p",0.0015,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/27358073'>PubMedLink</a>",NA,NA,"tarbase","mirtarbase",0.0893240922835545,-0.171468301569719,0.183336087410241,-0.173707089910041,0.432024509170954,0.0846464258333692,"hsa-let-7c-5p","hsa-mir-143-3p",4067,17.1193265496641,18.4914880780779,"18.3646647668223","16.7801864312257","17.6850746711237","19.5982157501242","18.8047183754418","18.918933310461","19.1854637592039","18.913166709888","17.8559053310339","18.8333593228248","18.5291808773853","18.4924557064947","19.0994506496307","17.5982939996047","17.5669149401993","18.9700415713357","18.044639917828","18.3492902506229","19.3934548110051","16.7939821553447","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4071,"TM4SF1","hsa-mir-1-3p","hsa-mir-218-5p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27974706'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27974706'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",8.53727925906969e-05,-0.658507083023619,0.164045750577955,-0.261253019890433,0.476782307230381,0.0709248983448236,"hsa-mir-218-5p","hsa-mir-1-3p",4071,21.6492431407612,21.4928418257009,"22.064559611478","21.8786602871705","21.6538518519284","20.7774699686833","21.8232708684675","20.6726848346487","19.4420174134672","19.969264510512","21.5212309169084","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4084,"MXD1","hsa-mir-324-3p","hsa-let-7c-5p",0.003,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/18493233'>PubMedLink</a>","tarbase","mirtarbase",0.304820779855788,0.226084337673722,0.183336087410241,-0.173707089910041,0.794810866309732,0.0271128351979137,"hsa-let-7c-5p","hsa-mir-324-3p",4084,19.1877464220713,18.1262812931566,"17.7219896545692","21.567198720783","19.7383306190335","19.8982770974291","19.1618313207717","18.1072872349051","18.5800542386819","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4124,"MAN2A1","hsa-mir-106b-5p","hsa-mir-218-5p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase",0.294031875942692,0.158828026609789,0.164045750577955,-0.261253019890433,0.852805786097626,-0.0199111752773371,"hsa-mir-218-5p","hsa-mir-106b-5p",4124,18.5126300460968,17.7100848654186,"18.3148889770707","17.0217526126691","16.9326522708211","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4131,"MAP1B","hsa-mir-130b-3p","hsa-mir-32-3p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase",0.220313478922527,0.258365789803364,0.439240945718331,0.315700833676381,0.811441742903325,-0.0259761601525878,"hsa-mir-32-3p","hsa-mir-130b-3p",4131,15.4777713758764,17.9647380587828,"19.3829671572965","16.6822746166937","14.4533064286108","17.20224170008","17.1972865435617","16.6937965180601","18.1571218828918","16.8779165010409","17.9304785078385","17.8379756386367","18.1981029715822","18.8692201488945","20.2923757151908","19.1164495410305","14.8823546522627","18.0285586520229","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4131,"MAP1B","hsa-mir-335-3p","hsa-mir-31-5p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase",0.0247774085189889,0.411528170680462,0.670338844687304,0.0900157853765638,0.811441742903325,-0.0259761601525878,"hsa-mir-31-5p","hsa-mir-335-3p",4131,19.3536792398756,18.7249390915573,"19.1494980366966","17.0732161415131","15.7722659980274","18.1360276003213","18.8692201488945","19.5905763623113","15.73621780373","20.0597712207342","20.2923757151908","15.1213334814867","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4131,"MAP1B","hsa-mir-671-5p","hsa-mir-130a-5p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.17005467722345,0.371223641911052,0.0228033980384699,1.27472173730288,0.811441742903325,-0.0259761601525878,"hsa-mir-130a-5p","hsa-mir-671-5p",4131,17.7021328626564,17.9647380587828,"15.5738017588773","18.7249390915573","17.20224170008","15.2596062578135","19.1494980366966","19.5194087313223","17.9304785078385","18.1360276003213","20.2923757151908","19.1164495410305","19.065328298909","15.8074619841662","15.6521763651595","14.5614562578397","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
